ID,SAFRA,default,PAY_AMT1_trat,PAY_AMT2_trat,PAY_AMT3_trat,AVG_PAY_trat,PAY_0_trat
4683,200511,0,C1,C2,C2,C2,C0
6998,200512,0,C1,C1,C1,C0,C0
9017,200601,0,C1,C1,C1,C0,C2
18302,200604,0,C0,C0,C0,C0,C1
4998,200511,1,C1,C2,C2,C1,C0
20718,200604,0,C1,C1,C2,C1,C0
1172,200510,0,C1,C1,C1,C1,C0
12184,200602,0,C2,C1,C2,C1,C0
9491,200601,0,C1,C1,C1,C1,C0
8376,200512,0,C0,C0,C2,C0,C1
20841,200604,0,C1,C0,C0,C0,C0
15168,200603,0,C1,C1,C1,C0,C0
3109,200511,0,C2,C2,C2,C1,C0
2119,200510,0,C1,C1,C2,C0,C0
6567,200512,1,C1,C1,C1,C0,C0
19768,200604,1,C1,C1,C1,C0,C0
232,200510,1,C0,C1,C1,C0,C1
8347,200512,0,C2,C2,C2,C2,C0
15864,200603,0,C2,C1,C0,C1,C0
15865,200603,0,C1,C1,C2,C0,C0
5525,200511,0,C2,C1,C0,C0,C0
117,200510,0,C1,C1,C2,C0,C0
11832,200601,0,C1,C1,C1,C1,C0
13776,200602,0,C0,C2,C2,C2,C0
16790,200603,1,C2,C2,C2,C1,C2
634,200510,0,C0,C0,C0,C0,C0
1370,200510,0,C0,C0,C0,C0,C1
15512,200603,0,C1,C1,C0,C0,C0
513,200510,0,C2,C1,C1,C2,C0
11882,200601,0,C2,C2,C2,C2,C0
12729,200602,0,C0,C0,C0,C0,C1
13692,200602,0,C2,C2,C1,C1,C0
8948,200512,1,C0,C0,C0,C0,C0
13535,200602,0,C1,C1,C1,C0,C0
970,200510,0,C1,C1,C0,C2,C0
1275,200510,0,C1,C1,C2,C1,C0
12768,200602,1,C1,C2,C2,C1,C2
11701,200601,0,C2,C2,C1,C1,C0
2445,200510,0,C1,C1,C0,C0,C0
7290,200512,0,C1,C1,C0,C0,C0
8408,200512,0,C1,C1,C1,C0,C2
2791,200510,1,C1,C1,C2,C1,C0
18421,200604,1,C1,C1,C1,C0,C2
60,200510,0,C2,C2,C2,C2,C0
4995,200511,0,C2,C0,C2,C2,C0
19588,200604,1,C1,C1,C1,C0,C2
2497,200510,0,C1,C2,C2,C1,C0
5327,200511,0,C1,C1,C2,C1,C0
69,200510,0,C0,C0,C2,C1,C1
20760,200604,0,C1,C1,C1,C0,C0
11807,200601,0,C2,C2,C2,C2,C0
16706,200603,0,C1,C1,C2,C1,C0
13650,200602,0,C1,C2,C2,C2,C0
7758,200512,0,C1,C2,C2,C1,C0
13739,200602,0,C1,C1,C0,C0,C2
16573,200603,0,C1,C1,C2,C1,C0
20930,200604,0,C1,C1,C1,C1,C0
9598,200601,0,C2,C2,C2,C1,C0
6159,200512,0,C1,C1,C1,C0,C0
12889,200602,1,C0,C1,C1,C0,C1
8244,200512,0,C1,C0,C1,C0,C0
17346,200603,0,C1,C1,C0,C0,C0
3757,200511,0,C1,C1,C1,C0,C0
18005,200604,0,C2,C2,C2,C2,C0
2148,200510,0,C1,C0,C1,C0,C0
9110,200601,0,C2,C2,C2,C2,C0
2495,200510,1,C0,C1,C1,C0,C1
9078,200601,1,C2,C0,C1,C2,C0
6678,200512,0,C0,C1,C1,C0,C1
2913,200510,1,C1,C2,C0,C1,C0
7831,200512,1,C1,C1,C2,C1,C0
3900,200511,0,C1,C1,C1,C0,C0
5976,200511,0,C2,C2,C1,C1,C0
17782,200603,1,C0,C0,C0,C0,C1
10177,200601,0,C1,C0,C0,C0,C0
9156,200601,0,C2,C1,C2,C1,C0
4193,200511,1,C1,C1,C0,C0,C2
9693,200601,1,C1,C1,C0,C0,C0
11682,200601,1,C2,C0,C0,C1,C2
18582,200604,0,C1,C1,C2,C0,C0
20559,200604,0,C1,C1,C1,C0,C0
13597,200602,0,C1,C0,C2,C1,C0
17614,200603,0,C2,C1,C2,C2,C0
8994,200512,0,C1,C1,C1,C0,C0
13671,200602,0,C1,C1,C1,C0,C0
656,200510,1,C1,C2,C2,C1,C0
2246,200510,0,C1,C1,C1,C0,C0
5717,200511,0,C1,C1,C2,C1,C0
9099,200601,1,C1,C1,C1,C0,C2
6324,200512,0,C1,C1,C1,C0,C0
20852,200604,1,C1,C0,C1,C0,C0
719,200510,0,C0,C0,C0,C0,C1
1965,200510,1,C0,C0,C0,C0,C1
128,200510,1,C1,C1,C1,C1,C0
13859,200602,0,C1,C1,C1,C0,C0
592,200510,0,C1,C1,C2,C1,C0
18970,200604,0,C1,C1,C2,C1,C0
7400,200512,1,C0,C1,C1,C0,C2
6580,200512,1,C1,C0,C1,C0,C2
11608,200601,0,C1,C2,C2,C1,C0
16622,200603,0,C1,C1,C1,C0,C0
16694,200603,1,C2,C0,C2,C1,C2
19084,200604,1,C1,C0,C1,C0,C2
14379,200602,1,C1,C1,C0,C0,C2
16636,200603,0,C2,C2,C2,C2,C0
17288,200603,0,C2,C2,C1,C2,C0
13636,200602,1,C0,C0,C0,C0,C2
13605,200602,1,C2,C2,C2,C2,C2
4950,200511,0,C1,C1,C2,C1,C0
2141,200510,0,C1,C1,C1,C1,C2
18535,200604,0,C1,C1,C2,C1,C0
2544,200510,0,C1,C1,C1,C0,C0
1229,200510,1,C1,C1,C2,C1,C0
8493,200512,1,C1,C1,C1,C0,C2
9435,200601,0,C2,C1,C1,C1,C0
3600,200511,0,C1,C1,C2,C1,C0
20542,200604,1,C0,C1,C1,C0,C2
16583,200603,1,C0,C0,C0,C0,C0
14356,200602,0,C2,C0,C2,C2,C1
1509,200510,0,C2,C2,C2,C2,C0
2453,200510,0,C1,C1,C1,C1,C0
4756,200511,0,C2,C0,C1,C1,C0
10738,200601,0,C0,C0,C0,C0,C1
9134,200601,0,C1,C0,C0,C0,C0
8061,200512,0,C2,C2,C1,C1,C0
5375,200511,0,C1,C1,C1,C0,C0
3932,200511,1,C1,C2,C0,C1,C0
9804,200601,0,C0,C2,C0,C1,C1
20218,200604,0,C0,C0,C0,C0,C1
3163,200511,1,C0,C1,C1,C1,C1
8028,200512,0,C2,C1,C2,C1,C0
15088,200603,0,C0,C0,C0,C0,C1
17345,200603,0,C2,C2,C2,C2,C0
6629,200512,0,C2,C2,C2,C1,C0
20386,200604,0,C0,C1,C1,C0,C1
5856,200511,0,C2,C2,C2,C2,C0
9955,200601,1,C0,C1,C1,C1,C1
9937,200601,0,C1,C1,C1,C0,C0
1071,200510,0,C1,C1,C2,C1,C0
18943,200604,0,C0,C0,C0,C0,C0
11243,200601,0,C2,C2,C2,C1,C0
9165,200601,1,C1,C1,C0,C0,C2
1575,200510,0,C2,C0,C2,C0,C1
17384,200603,0,C2,C2,C2,C1,C0
11782,200601,0,C1,C1,C0,C1,C0
11644,200601,1,C0,C1,C0,C0,C0
11781,200601,0,C1,C1,C1,C0,C0
20634,200604,0,C2,C2,C2,C2,C0
17564,200603,1,C1,C1,C1,C0,C0
12009,200602,0,C1,C1,C1,C0,C0
8053,200512,0,C1,C1,C1,C1,C0
1319,200510,0,C0,C1,C0,C0,C1
7929,200512,1,C0,C0,C0,C0,C0
1630,200510,0,C1,C1,C2,C0,C0
3324,200511,0,C1,C1,C1,C0,C0
4060,200511,0,C2,C2,C2,C2,C0
12633,200602,0,C2,C2,C2,C1,C0
16456,200603,0,C2,C2,C0,C1,C2
15979,200603,1,C1,C1,C2,C1,C0
14416,200602,0,C1,C1,C1,C1,C0
6511,200512,0,C1,C1,C1,C0,C0
8412,200512,0,C1,C1,C1,C0,C0
20236,200604,0,C0,C1,C1,C0,C0
1830,200510,0,C0,C0,C0,C0,C0
5469,200511,0,C0,C0,C0,C0,C0
17980,200603,0,C2,C1,C2,C1,C0
18412,200604,0,C1,C1,C1,C1,C0
8766,200512,1,C0,C1,C1,C0,C0
3350,200511,0,C0,C0,C0,C0,C1
14650,200602,1,C2,C2,C2,C1,C2
2819,200510,0,C2,C2,C2,C1,C0
15022,200603,0,C1,C1,C1,C1,C0
685,200510,0,C2,C2,C2,C2,C0
17430,200603,1,C2,C1,C1,C1,C0
17332,200603,1,C1,C1,C1,C0,C0
1182,200510,0,C2,C2,C2,C2,C2
19392,200604,0,C2,C2,C1,C1,C0
4598,200511,0,C1,C1,C1,C0,C0
20117,200604,1,C2,C2,C2,C1,C0
15461,200603,0,C1,C1,C1,C1,C0
5159,200511,0,C2,C0,C1,C1,C0
15594,200603,1,C2,C0,C2,C2,C2
18102,200604,1,C2,C0,C0,C1,C0
10353,200601,0,C1,C1,C1,C0,C0
11563,200601,0,C1,C1,C1,C2,C0
10311,200601,0,C1,C2,C0,C0,C0
7504,200512,1,C2,C0,C1,C0,C2
12597,200602,0,C1,C1,C2,C1,C0
2135,200510,1,C1,C1,C1,C1,C2
6972,200512,0,C0,C2,C2,C1,C0
19200,200604,1,C2,C1,C2,C1,C0
4872,200511,0,C1,C1,C1,C0,C0
12513,200602,0,C1,C1,C2,C1,C1
18434,200604,0,C0,C0,C0,C0,C0
9433,200601,0,C1,C1,C0,C0,C0
16914,200603,0,C1,C1,C1,C0,C0
9683,200601,0,C1,C1,C2,C1,C0
18899,200604,1,C1,C2,C2,C2,C0
868,200510,0,C0,C0,C0,C1,C0
7969,200512,1,C1,C0,C1,C0,C0
7569,200512,1,C1,C0,C1,C0,C2
15398,200603,0,C1,C1,C2,C1,C0
19404,200604,0,C1,C1,C1,C0,C0
17953,200603,0,C1,C1,C1,C0,C0
17894,200603,0,C1,C1,C2,C2,C0
1870,200510,1,C0,C1,C1,C0,C2
17030,200603,0,C1,C1,C1,C0,C0
6321,200512,1,C0,C0,C1,C0,C2
10971,200601,1,C2,C1,C1,C1,C0
3723,200511,0,C2,C2,C0,C1,C0
16485,200603,1,C0,C1,C1,C0,C0
11994,200601,0,C1,C1,C1,C0,C2
10762,200601,1,C1,C1,C1,C0,C0
3384,200511,1,C0,C2,C2,C1,C1
6238,200512,1,C1,C1,C1,C0,C0
12716,200602,0,C0,C2,C0,C1,C1
6325,200512,0,C2,C2,C2,C2,C0
4979,200511,0,C1,C1,C2,C0,C0
80,200510,1,C0,C0,C0,C0,C1
16363,200603,0,C1,C0,C0,C0,C1
18937,200604,0,C0,C2,C1,C0,C1
1364,200510,0,C1,C1,C1,C1,C1
14024,200602,0,C1,C2,C2,C1,C0
83,200510,1,C1,C1,C1,C0,C0
6844,200512,1,C1,C1,C1,C0,C0
18976,200604,0,C1,C1,C1,C0,C0
5585,200511,0,C0,C1,C2,C0,C1
16628,200603,1,C1,C1,C1,C0,C0
520,200510,0,C2,C2,C2,C1,C0
7263,200512,0,C2,C0,C2,C1,C0
3739,200511,1,C0,C0,C0,C0,C1
5628,200511,0,C2,C2,C2,C1,C0
6800,200512,1,C1,C1,C1,C0,C0
18894,200604,0,C0,C0,C0,C0,C0
16710,200603,0,C2,C1,C2,C1,C0
8831,200512,0,C1,C1,C1,C0,C2
19564,200604,1,C1,C1,C2,C1,C0
19653,200604,0,C2,C0,C0,C1,C0
9984,200601,0,C1,C1,C1,C1,C0
19454,200604,1,C0,C0,C0,C0,C1
14414,200602,0,C0,C0,C0,C0,C0
903,200510,0,C2,C1,C1,C1,C0
1586,200510,0,C1,C1,C1,C0,C0
19638,200604,1,C1,C1,C0,C0,C2
12228,200602,0,C2,C2,C2,C2,C0
15308,200603,0,C2,C2,C0,C1,C0
15262,200603,0,C2,C2,C2,C2,C0
20659,200604,1,C1,C1,C1,C0,C0
11887,200601,0,C1,C0,C0,C0,C0
9372,200601,0,C1,C2,C2,C1,C0
13075,200602,0,C2,C2,C2,C2,C0
7322,200512,0,C2,C2,C2,C2,C0
20502,200604,0,C1,C1,C2,C1,C0
15447,200603,0,C1,C1,C2,C1,C0
1431,200510,0,C1,C1,C1,C0,C0
2134,200510,0,C1,C1,C1,C1,C0
5357,200511,0,C1,C1,C0,C0,C0
3149,200511,0,C2,C2,C2,C2,C0
16717,200603,0,C1,C0,C1,C0,C0
15886,200603,0,C0,C1,C1,C0,C2
14578,200602,0,C1,C1,C1,C1,C0
12249,200602,0,C2,C2,C2,C2,C0
10077,200601,0,C1,C0,C1,C1,C0
6803,200512,0,C2,C1,C2,C1,C0
8744,200512,0,C2,C2,C2,C1,C0
2681,200510,0,C1,C1,C2,C1,C0
17470,200603,0,C1,C1,C1,C0,C0
15740,200603,0,C1,C1,C2,C0,C0
14747,200602,1,C1,C1,C1,C0,C0
15781,200603,0,C2,C1,C2,C1,C0
10298,200601,0,C2,C1,C2,C1,C0
4292,200511,0,C1,C1,C1,C0,C0
865,200510,0,C1,C1,C1,C1,C0
11309,200601,0,C1,C2,C2,C1,C0
16038,200603,0,C1,C1,C1,C0,C0
6442,200512,0,C1,C1,C1,C1,C0
18754,200604,0,C2,C2,C2,C1,C0
1710,200510,0,C2,C2,C2,C2,C0
2891,200510,0,C2,C2,C2,C1,C0
20124,200604,0,C2,C2,C2,C1,C0
6674,200512,0,C1,C0,C1,C0,C1
14419,200602,0,C1,C0,C0,C0,C2
3401,200511,0,C1,C2,C2,C2,C0
15219,200603,0,C0,C2,C2,C1,C1
1804,200510,0,C1,C1,C1,C0,C0
16757,200603,0,C2,C1,C2,C1,C0
16733,200603,0,C2,C0,C2,C1,C2
12058,200602,0,C0,C2,C0,C2,C0
11569,200601,1,C1,C2,C2,C2,C0
1183,200510,1,C1,C1,C2,C1,C2
10907,200601,0,C1,C1,C1,C1,C0
3455,200511,0,C1,C1,C1,C0,C2
7335,200512,0,C1,C1,C1,C0,C0
20268,200604,0,C1,C2,C0,C1,C0
14534,200602,0,C2,C1,C0,C1,C0
17092,200603,0,C1,C0,C1,C0,C1
13186,200602,1,C1,C2,C2,C2,C1
19696,200604,0,C1,C2,C2,C1,C0
20245,200604,0,C2,C2,C2,C2,C0
9940,200601,0,C1,C1,C1,C0,C0
44,200510,0,C1,C1,C2,C1,C0
17065,200603,0,C1,C1,C1,C0,C1
15085,200603,1,C1,C1,C2,C1,C0
3718,200511,0,C0,C0,C0,C0,C1
10531,200601,0,C1,C0,C0,C0,C0
10404,200601,0,C1,C1,C1,C0,C0
20867,200604,0,C1,C0,C2,C1,C1
20565,200604,0,C1,C1,C1,C0,C0
12526,200602,1,C2,C2,C2,C1,C0
9378,200601,1,C2,C1,C0,C0,C0
16102,200603,0,C1,C1,C2,C1,C0
447,200510,0,C1,C1,C2,C1,C0
16823,200603,0,C0,C1,C0,C0,C1
15089,200603,0,C0,C1,C1,C0,C2
17896,200603,0,C1,C1,C1,C0,C0
20723,200604,0,C0,C2,C2,C1,C2
6623,200512,0,C1,C1,C1,C0,C0
20621,200604,1,C2,C2,C2,C1,C0
5799,200511,0,C1,C2,C2,C2,C0
720,200510,0,C1,C1,C1,C1,C0
20439,200604,0,C1,C1,C1,C0,C0
9463,200601,1,C0,C1,C1,C0,C2
9455,200601,0,C1,C1,C1,C0,C0
917,200510,0,C1,C1,C1,C0,C0
16984,200603,0,C1,C1,C1,C0,C0
72,200510,1,C1,C1,C0,C1,C2
2068,200510,0,C1,C1,C0,C0,C0
8272,200512,0,C1,C1,C1,C0,C0
14989,200602,1,C1,C1,C1,C0,C0
7699,200512,0,C1,C1,C1,C1,C0
3761,200511,0,C1,C0,C0,C0,C0
5094,200511,1,C0,C0,C0,C0,C1
18360,200604,1,C0,C1,C1,C0,C1
4086,200511,0,C2,C2,C2,C1,C0
9472,200601,0,C2,C2,C2,C1,C0
14724,200602,0,C2,C2,C2,C1,C0
10921,200601,1,C0,C1,C1,C0,C0
863,200510,1,C0,C0,C0,C0,C2
3038,200511,0,C2,C2,C2,C2,C0
2620,200510,1,C0,C0,C2,C1,C1
10879,200601,0,C1,C0,C0,C0,C1
4460,200511,0,C2,C1,C1,C1,C0
19713,200604,0,C1,C1,C1,C0,C0
16486,200603,0,C2,C2,C2,C1,C0
13908,200602,0,C1,C1,C1,C0,C0
18101,200604,1,C0,C0,C0,C0,C2
4707,200511,0,C1,C1,C1,C0,C0
17521,200603,0,C2,C2,C2,C1,C0
3164,200511,0,C0,C0,C0,C0,C1
12437,200602,0,C2,C1,C2,C1,C0
10132,200601,0,C2,C2,C2,C2,C0
6640,200512,1,C1,C1,C0,C0,C1
10097,200601,0,C1,C1,C1,C0,C0
14361,200602,0,C2,C0,C2,C1,C0
6938,200512,0,C2,C0,C2,C1,C1
18210,200604,0,C2,C2,C2,C2,C0
19016,200604,0,C0,C0,C0,C0,C0
20665,200604,1,C0,C2,C2,C1,C1
10637,200601,0,C0,C1,C2,C1,C1
14075,200602,1,C0,C2,C1,C1,C1
9166,200601,0,C2,C2,C2,C1,C0
10235,200601,0,C1,C1,C0,C0,C0
8283,200512,0,C1,C1,C1,C1,C0
10345,200601,0,C1,C1,C1,C1,C0
1211,200510,0,C2,C2,C2,C2,C0
12394,200602,0,C1,C1,C1,C1,C0
10748,200601,0,C2,C2,C2,C1,C0
9948,200601,0,C2,C1,C2,C1,C0
991,200510,0,C2,C1,C2,C2,C0
6023,200512,0,C0,C0,C0,C0,C1
3041,200511,1,C1,C1,C1,C0,C2
1858,200510,0,C2,C2,C2,C1,C0
11632,200601,0,C1,C1,C1,C0,C0
5420,200511,1,C1,C0,C1,C0,C2
354,200510,0,C1,C1,C2,C0,C0
9469,200601,1,C1,C0,C1,C0,C0
13625,200602,0,C2,C2,C0,C2,C0
5771,200511,1,C1,C1,C1,C0,C1
11284,200601,0,C1,C1,C0,C0,C1
19387,200604,0,C1,C1,C1,C0,C0
15980,200603,0,C1,C1,C1,C0,C0
18669,200604,1,C1,C1,C1,C0,C0
2601,200510,1,C0,C0,C0,C0,C1
13748,200602,0,C2,C2,C2,C1,C0
1677,200510,0,C2,C1,C1,C0,C0
4223,200511,0,C1,C2,C2,C2,C2
6555,200512,0,C1,C0,C0,C1,C0
694,200510,0,C2,C0,C1,C1,C0
18004,200604,0,C2,C0,C1,C1,C1
6613,200512,0,C1,C1,C1,C0,C0
14935,200602,0,C1,C1,C1,C1,C0
6920,200512,0,C1,C1,C1,C1,C0
9972,200601,0,C1,C1,C2,C1,C0
6375,200512,0,C0,C0,C0,C2,C1
7431,200512,0,C0,C0,C0,C0,C0
14774,200602,0,C1,C0,C2,C2,C1
15337,200603,0,C1,C1,C1,C0,C0
13924,200602,0,C2,C2,C2,C2,C0
7775,200512,1,C0,C0,C0,C0,C2
5486,200511,1,C0,C0,C0,C0,C2
5452,200511,0,C1,C1,C0,C0,C1
14152,200602,0,C0,C1,C0,C0,C1
13833,200602,0,C1,C1,C1,C0,C0
9713,200601,0,C2,C2,C2,C1,C0
10980,200601,1,C0,C1,C0,C0,C1
113,200510,0,C2,C0,C2,C1,C2
12700,200602,0,C1,C2,C0,C0,C0
20959,200604,0,C1,C1,C1,C0,C0
19484,200604,0,C1,C2,C2,C1,C0
17662,200603,0,C0,C2,C0,C0,C0
6505,200512,0,C2,C2,C2,C2,C0
14172,200602,1,C2,C1,C1,C1,C0
10694,200601,0,C2,C2,C2,C2,C0
7515,200512,0,C1,C1,C1,C0,C0
9056,200601,0,C2,C2,C2,C2,C0
850,200510,0,C0,C2,C0,C1,C0
11537,200601,0,C2,C2,C2,C2,C0
4575,200511,1,C1,C0,C1,C0,C0
4876,200511,0,C1,C1,C1,C0,C1
48,200510,1,C1,C1,C0,C0,C0
301,200510,0,C1,C1,C1,C1,C0
14144,200602,1,C1,C1,C1,C1,C2
7988,200512,1,C0,C1,C1,C0,C2
17423,200603,0,C2,C1,C1,C2,C0
4006,200511,0,C1,C2,C2,C1,C0
15890,200603,0,C1,C1,C2,C1,C0
12204,200602,0,C2,C1,C2,C2,C0
15959,200603,0,C1,C1,C1,C2,C0
15492,200603,0,C1,C1,C1,C1,C0
18057,200604,0,C2,C1,C2,C1,C0
17558,200603,0,C1,C1,C2,C1,C0
12421,200602,0,C2,C2,C2,C2,C0
18230,200604,1,C0,C2,C0,C0,C2
14814,200602,0,C0,C0,C0,C0,C0
6177,200512,1,C1,C0,C1,C1,C2
20274,200604,0,C1,C1,C2,C1,C0
19886,200604,0,C2,C2,C2,C2,C0
5694,200511,0,C1,C1,C1,C0,C0
16300,200603,1,C1,C0,C0,C0,C1
6381,200512,0,C2,C2,C2,C1,C0
9624,200601,0,C1,C2,C1,C1,C0
16904,200603,0,C2,C1,C2,C2,C0
11031,200601,1,C1,C1,C0,C0,C0
10341,200601,0,C0,C0,C0,C1,C1
16284,200603,0,C2,C2,C2,C1,C0
12005,200602,0,C2,C1,C1,C0,C0
200,200510,1,C1,C0,C1,C0,C1
16951,200603,0,C0,C1,C1,C0,C1
20441,200604,1,C1,C1,C0,C0,C1
7787,200512,1,C1,C0,C1,C0,C2
8057,200512,0,C1,C2,C2,C2,C0
15907,200603,0,C2,C2,C2,C1,C0
8797,200512,1,C1,C1,C1,C0,C0
17265,200603,1,C2,C2,C0,C1,C0
19913,200604,1,C1,C1,C1,C0,C0
20949,200604,0,C1,C1,C1,C0,C0
7033,200512,0,C1,C2,C2,C1,C0
17813,200603,1,C0,C1,C0,C0,C1
15080,200603,0,C1,C1,C1,C0,C0
839,200510,0,C2,C2,C2,C2,C0
3749,200511,0,C2,C1,C0,C1,C0
10946,200601,0,C2,C2,C2,C1,C0
20610,200604,0,C1,C0,C1,C0,C2
15424,200603,0,C1,C1,C1,C1,C0
1953,200510,0,C2,C2,C2,C2,C0
2957,200510,1,C1,C1,C1,C0,C0
19929,200604,0,C1,C0,C0,C0,C0
5257,200511,0,C2,C2,C2,C1,C0
16618,200603,0,C1,C2,C1,C1,C0
2646,200510,0,C1,C1,C2,C1,C0
10382,200601,0,C1,C1,C1,C0,C0
11572,200601,0,C0,C0,C0,C0,C1
12836,200602,1,C2,C2,C2,C1,C2
6736,200512,0,C1,C1,C2,C1,C0
1929,200510,0,C1,C1,C1,C0,C0
28,200510,0,C1,C1,C1,C0,C0
164,200510,0,C2,C0,C2,C1,C0
20125,200604,0,C1,C1,C1,C0,C0
18226,200604,1,C1,C1,C0,C0,C2
15669,200603,0,C2,C2,C2,C2,C0
5487,200511,0,C1,C1,C0,C0,C0
9382,200601,0,C0,C2,C2,C1,C1
19410,200604,0,C1,C1,C1,C0,C0
19678,200604,0,C1,C1,C1,C0,C0
10405,200601,0,C1,C2,C1,C1,C0
9920,200601,0,C2,C1,C2,C1,C0
14959,200602,0,C1,C1,C1,C0,C0
7798,200512,0,C1,C1,C0,C0,C2
5413,200511,0,C1,C1,C1,C0,C0
13111,200602,1,C1,C1,C1,C0,C0
14285,200602,0,C1,C1,C1,C1,C0
7521,200512,0,C2,C1,C1,C2,C0
1462,200510,0,C1,C0,C1,C0,C0
3352,200511,0,C1,C1,C1,C0,C0
17762,200603,1,C1,C1,C1,C1,C2
19783,200604,1,C1,C1,C1,C0,C1
8790,200512,0,C2,C2,C2,C2,C0
20288,200604,1,C0,C1,C0,C0,C0
3022,200511,0,C1,C2,C0,C0,C0
10701,200601,0,C1,C1,C2,C2,C0
2466,200510,1,C0,C0,C0,C2,C2
20009,200604,0,C1,C2,C2,C2,C0
17518,200603,0,C2,C2,C2,C1,C0
9393,200601,0,C0,C1,C1,C0,C0
9335,200601,1,C1,C1,C1,C0,C0
20553,200604,0,C2,C1,C1,C1,C0
15099,200603,0,C0,C0,C0,C0,C0
18061,200604,0,C2,C2,C2,C1,C0
11662,200601,1,C1,C1,C0,C0,C2
13849,200602,0,C0,C0,C1,C0,C2
11078,200601,0,C1,C1,C1,C0,C0
14082,200602,1,C1,C1,C2,C1,C2
13006,200602,0,C1,C1,C1,C1,C0
20856,200604,1,C2,C2,C2,C1,C2
18186,200604,1,C1,C0,C2,C2,C2
4934,200511,0,C2,C2,C2,C1,C0
12798,200602,0,C2,C2,C2,C2,C0
622,200510,0,C0,C1,C1,C0,C0
18712,200604,0,C1,C1,C1,C1,C0
18953,200604,0,C1,C1,C1,C0,C0
20986,200604,0,C1,C1,C1,C1,C0
8812,200512,1,C0,C0,C0,C0,C0
14785,200602,0,C0,C0,C2,C2,C1
15330,200603,0,C1,C0,C0,C1,C0
4921,200511,0,C1,C1,C0,C0,C0
15069,200603,0,C2,C2,C2,C2,C0
9421,200601,0,C1,C2,C1,C0,C0
5170,200511,1,C2,C0,C2,C2,C0
816,200510,0,C2,C0,C2,C1,C0
10752,200601,1,C1,C1,C1,C0,C0
1662,200510,1,C1,C1,C1,C0,C0
16649,200603,0,C0,C0,C0,C0,C0
17006,200603,0,C1,C1,C1,C0,C1
913,200510,0,C1,C1,C2,C1,C0
11808,200601,1,C2,C1,C2,C1,C0
14201,200602,0,C1,C0,C1,C1,C1
18241,200604,0,C1,C1,C0,C0,C0
11759,200601,0,C1,C1,C1,C0,C0
12224,200602,1,C1,C1,C1,C0,C0
20536,200604,0,C1,C2,C1,C2,C0
146,200510,0,C1,C1,C1,C0,C0
8508,200512,0,C0,C1,C1,C0,C2
607,200510,0,C1,C1,C1,C0,C0
6909,200512,0,C1,C2,C0,C1,C1
1523,200510,0,C1,C1,C1,C1,C0
6458,200512,0,C0,C0,C0,C0,C0
16119,200603,0,C1,C2,C1,C0,C0
6815,200512,0,C1,C1,C1,C0,C0
13185,200602,1,C0,C1,C1,C0,C2
669,200510,0,C2,C0,C2,C1,C1
19995,200604,0,C2,C2,C2,C2,C0
8623,200512,0,C1,C1,C1,C0,C0
16374,200603,0,C1,C1,C2,C2,C0
7595,200512,0,C1,C1,C1,C0,C0
15037,200603,0,C1,C2,C0,C1,C0
16690,200603,1,C1,C1,C2,C1,C2
8629,200512,0,C1,C2,C2,C2,C0
9843,200601,1,C1,C0,C2,C1,C1
9567,200601,1,C0,C1,C1,C0,C1
8128,200512,0,C1,C1,C1,C0,C0
20068,200604,0,C2,C2,C1,C1,C0
5072,200511,1,C0,C0,C0,C0,C1
3919,200511,1,C2,C1,C1,C2,C0
10867,200601,0,C1,C1,C2,C1,C0
5344,200511,0,C1,C0,C1,C0,C0
1134,200510,0,C1,C0,C1,C0,C2
8819,200512,0,C2,C2,C2,C2,C0
139,200510,1,C1,C2,C0,C0,C0
14674,200602,0,C1,C1,C2,C1,C0
16642,200603,0,C2,C2,C2,C1,C0
1916,200510,0,C2,C1,C2,C1,C0
560,200510,0,C1,C1,C1,C1,C0
16199,200603,0,C1,C1,C1,C0,C0
12419,200602,0,C2,C1,C2,C2,C0
12514,200602,0,C1,C0,C0,C0,C0
9564,200601,0,C1,C1,C1,C0,C0
6582,200512,1,C2,C2,C0,C1,C2
18481,200604,0,C2,C2,C2,C2,C0
4208,200511,0,C2,C1,C1,C1,C0
3551,200511,1,C0,C1,C0,C0,C2
18996,200604,0,C1,C1,C1,C0,C0
876,200510,0,C1,C1,C1,C0,C0
8532,200512,0,C1,C1,C1,C0,C0
10856,200601,0,C1,C1,C1,C1,C0
8428,200512,0,C1,C2,C2,C1,C0
2650,200510,0,C1,C1,C2,C1,C0
62,200510,0,C1,C1,C1,C0,C0
12843,200602,0,C2,C2,C0,C2,C0
19830,200604,0,C1,C1,C0,C0,C0
10447,200601,1,C1,C1,C1,C0,C0
20313,200604,0,C1,C1,C1,C0,C0
3367,200511,0,C2,C2,C0,C2,C0
8982,200512,0,C1,C1,C1,C0,C0
4927,200511,0,C1,C0,C0,C0,C1
4966,200511,0,C1,C1,C0,C0,C0
12642,200602,0,C0,C1,C2,C2,C1
7185,200512,0,C1,C0,C1,C0,C0
9912,200601,0,C1,C1,C1,C2,C0
5654,200511,0,C1,C1,C1,C0,C0
8829,200512,0,C2,C0,C2,C1,C0
12635,200602,0,C2,C2,C2,C2,C0
6108,200512,1,C1,C1,C0,C0,C0
13066,200602,0,C1,C1,C1,C0,C0
13576,200602,1,C1,C0,C1,C0,C2
14284,200602,0,C2,C2,C2,C2,C0
8353,200512,0,C2,C2,C1,C1,C0
14758,200602,0,C1,C1,C1,C0,C2
