,y
12014,0
17158,0
11489,0
19189,1
18576,0
1214,0
2908,1
29,0
7415,0
3066,0
12364,0
879,0
17391,0
17358,1
18024,1
3757,1
11907,1
19434,0
7939,1
14996,0
1495,0
8879,0
1961,0
10249,0
5025,0
1192,1
5634,0
15354,0
16882,0
14348,0
1037,1
8444,0
5559,0
648,1
5362,0
15144,0
20640,0
8464,0
15761,0
7574,0
13275,0
9740,0
959,1
11229,1
496,0
7771,0
19438,0
186,0
16354,0
2357,0
5781,0
8584,1
13056,0
5801,0
20409,0
2566,0
19135,0
7952,0
2573,0
18801,0
10188,1
13047,0
8406,0
6860,0
11068,0
15737,0
12857,0
19076,0
10912,1
17588,0
14427,0
3712,0
19838,0
5192,0
13513,1
8793,0
15718,1
6489,1
5065,0
3353,0
8104,1
3298,1
15334,0
10617,0
10475,0
1405,1
8313,0
10362,0
1611,0
11252,0
10294,0
9526,0
12620,0
2364,0
3909,1
467,0
2189,0
532,1
5864,1
19763,0
3705,0
18946,1
6604,0
19172,0
12063,0
706,0
6869,0
11531,0
17684,0
9963,0
15808,0
5452,1
5476,0
76,0
7719,0
1234,0
19574,0
17446,1
20389,0
16937,1
15532,1
9232,0
17408,0
16508,0
12909,0
20227,0
10293,0
9858,0
17702,0
12579,0
819,0
9498,0
12897,1
14928,0
263,0
7113,0
13344,1
9275,0
12696,0
9883,0
597,0
8537,1
16850,0
3167,0
20880,0
2641,1
30,0
15658,0
3935,0
20164,1
15462,0
18355,0
7015,0
20039,0
1429,0
7912,0
957,1
3420,0
14924,0
3619,1
1312,0
1491,0
7466,0
12580,0
11312,0
4919,0
11835,0
4327,0
15677,0
9306,0
15972,1
19859,0
6367,0
14444,0
9801,1
1733,0
14330,1
16408,0
11812,0
6407,0
15456,0
3501,0
20613,0
6700,1
6001,0
11195,0
12539,1
13617,0
5952,0
8832,0
6218,0
14531,0
6713,0
10041,0
15987,1
15498,0
15348,0
1737,0
10410,1
14500,1
5776,0
7291,1
6685,0
19110,0
7796,0
5647,1
15434,0
11636,1
3878,1
20078,0
1812,1
2083,0
8589,0
11142,0
15574,1
3096,0
19051,0
13678,0
8086,0
9929,0
4433,0
13234,1
15137,0
7800,0
20362,1
12024,1
5963,0
6329,0
18595,0
3102,0
19243,1
5293,0
16536,0
6976,0
5721,1
19473,0
12919,0
13174,0
12370,0
13080,0
8791,0
3403,0
19322,0
7154,1
12515,1
16672,0
5529,0
1216,0
1635,0
2859,0
18173,0
2193,0
18941,0
1923,0
1565,0
20975,0
13367,0
5813,0
9930,0
16910,0
8896,0
18560,0
19667,0
13532,0
17397,0
19899,1
410,1
15794,0
4839,0
17811,0
15865,0
9072,0
10658,0
10217,0
3505,0
11111,0
7162,0
14409,1
16054,0
6110,0
11744,1
2794,1
18977,0
1170,1
5604,1
672,1
15650,0
3466,0
12609,1
5667,0
17438,0
4290,0
12723,0
19025,1
12303,0
12389,0
19418,0
18290,0
10795,0
13355,0
18453,1
16331,0
16713,1
8685,0
10385,0
1435,1
3241,1
10573,0
16991,1
18150,0
11439,0
18442,1
3256,1
8373,0
9263,0
3638,0
4172,0
19366,0
20532,0
13467,0
5557,1
17663,0
18901,0
3220,0
2926,1
4455,0
1347,0
4030,0
8763,0
4633,0
20328,0
19200,1
17610,0
720,0
5921,0
1284,0
2215,0
9256,1
3471,1
16890,0
7456,0
6744,1
4020,0
15699,0
9340,1
18346,0
17361,0
10953,0
17558,0
14268,0
3311,0
1714,0
18365,0
14591,0
11373,0
18767,0
20755,0
13326,1
17481,0
20270,0
6590,0
4379,0
15081,0
4923,0
9240,0
12285,0
657,1
20357,1
12831,1
5273,1
12804,0
7544,0
1068,0
3732,0
1475,0
5897,0
13977,0
6342,0
17468,0
9113,0
19303,0
2027,0
14895,0
17956,0
11825,1
19506,0
2476,0
12468,0
582,0
16391,1
8775,0
8017,0
17849,0
15599,1
14499,0
16121,1
3015,1
15955,0
7494,0
980,0
6515,1
4914,0
20281,1
4641,0
12691,0
11441,0
15153,1
10787,0
2252,0
5797,0
3255,0
1515,0
14013,1
509,0
20885,1
12981,0
5568,0
1276,0
8383,1
323,1
1999,0
10306,0
8228,0
16404,0
8395,0
9494,1
16874,0
16045,0
5151,1
9908,0
292,0
20105,0
14555,0
5369,0
17204,0
11908,0
18020,0
4229,1
267,1
2664,1
18128,0
5738,1
20714,0
1022,0
2756,1
1891,0
4049,0
2182,0
11688,0
18587,0
18743,0
2063,0
19412,0
11883,0
5657,0
9370,1
4586,0
19361,0
5263,0
3461,0
1538,1
13567,0
5284,1
3043,1
17444,0
4187,1
18474,1
8083,0
14303,0
9443,0
20028,1
14209,0
11589,1
1472,0
8687,0
3535,1
5265,0
14797,0
2869,0
10741,1
2120,0
19137,0
5935,0
7467,0
18895,0
19724,0
15300,0
12243,1
9488,1
13182,0
9430,0
15184,0
7320,0
1746,0
12189,0
3309,0
4768,0
10070,0
20808,1
13366,0
2480,1
3154,0
10220,0
2272,0
2943,0
12460,0
3917,1
2234,0
13458,1
14838,0
15432,0
9836,0
6939,0
15529,0
13122,0
4979,0
12122,0
6601,0
3406,0
14032,0
3966,0
18316,1
15164,0
2233,0
2774,0
14973,1
7004,0
13620,0
1815,0
2400,0
14513,0
8562,1
10229,0
803,0
19672,0
12832,0
5944,0
4447,0
12509,0
15823,0
4272,0
6013,0
426,1
3024,1
19097,0
16014,0
18347,0
13176,0
570,0
8615,0
11420,1
3226,0
3067,1
356,0
20350,0
7628,1
9689,0
9294,0
11965,0
15919,0
10123,0
16494,0
10930,0
8672,0
16012,0
11425,0
2692,0
6434,0
2284,1
6154,1
20498,0
11363,0
20322,1
8004,1
19084,0
14233,0
12477,0
17902,0
5437,0
19760,0
15104,0
12590,0
3945,1
5490,0
17962,0
2406,0
3069,0
17365,0
13920,0
18014,0
10456,1
12564,1
17188,1
4256,0
19179,0
5610,1
12015,1
4100,1
3450,1
101,0
18830,0
10005,0
14514,0
14963,0
4800,0
9204,0
11290,0
10471,0
5021,0
940,0
5916,0
11678,0
5590,0
11486,0
12332,0
9417,0
4512,0
18914,1
17789,0
50,1
16345,0
18827,0
15080,0
14479,0
383,1
8667,1
2843,0
19435,0
6461,0
18298,0
15478,0
12653,0
10077,0
13983,0
8604,0
12432,0
11756,0
17145,0
20255,0
16674,0
6114,0
9083,0
15206,0
12391,1
13869,0
10997,0
387,1
8146,0
20934,0
12408,1
6873,0
17050,1
20069,1
8247,0
1816,0
5007,0
19683,1
14140,0
3140,1
8022,0
2979,0
12371,1
7371,0
19894,0
6953,0
6078,1
10814,1
5272,0
18218,0
17886,0
5833,0
11095,1
18516,0
17086,0
13496,0
11386,0
7220,0
16980,0
3074,0
8683,0
8257,0
859,0
8068,0
6733,0
1079,0
8320,1
9514,0
3806,0
1445,0
16595,1
2954,0
1577,0
12976,0
1150,0
1850,0
6741,0
8691,0
1841,1
1638,1
19503,0
7911,1
17830,0
16400,1
8619,0
14530,1
12627,1
1625,1
4398,0
7875,0
4112,0
4147,1
19226,0
7076,0
9162,0
6005,0
14783,1
813,0
8045,0
533,1
9700,0
3303,0
5320,0
2439,0
15412,0
8698,0
8983,1
6442,0
6360,0
15867,1
13975,0
8782,0
2488,1
1600,0
12338,0
10607,0
17021,0
14567,0
14374,0
8494,0
11655,0
7752,1
15116,0
19840,0
1208,1
17614,1
935,0
15741,0
8878,0
14300,0
18907,0
5611,0
3800,0
19273,0
5741,0
3972,0
19026,1
8931,0
367,0
3368,0
4776,0
2849,0
19441,0
8175,1
6073,1
2263,0
12250,0
20094,1
14900,0
4233,0
10699,0
1719,1
16978,1
6940,0
15534,0
4323,0
13012,0
11433,0
12367,1
2815,0
6456,0
9824,0
9067,0
773,0
9026,0
13471,0
396,0
16178,0
4264,0
20293,1
8321,0
8336,0
20539,0
1441,0
18505,0
865,0
9100,1
14057,0
2940,0
4916,0
19719,0
13598,0
13421,0
4728,1
7362,0
10892,0
8923,0
15118,0
14093,0
12454,0
160,0
5352,0
915,0
9672,0
14411,0
7296,0
5401,0
12400,0
4083,0
16833,0
13265,0
5195,0
5823,0
13163,1
17764,0
1516,0
3293,0
1839,1
17965,0
7138,0
627,0
11220,0
14566,1
678,0
19439,0
18418,0
617,0
14341,0
1123,0
4266,0
8293,1
16698,0
12924,1
1256,0
19217,0
9411,0
4808,0
2097,0
607,0
14524,0
20648,0
13101,0
2530,1
20868,0
17101,1
20368,1
13272,0
17564,0
1996,0
4088,0
330,1
20577,0
20606,0
11449,0
2318,1
17458,0
6755,1
9841,1
15557,0
2081,0
18965,0
4848,0
2347,1
640,0
6156,1
8222,0
11266,1
10422,0
9837,0
17156,0
20715,0
16492,0
11775,1
10763,0
14497,0
1322,0
10991,0
14627,0
12921,0
10243,0
11212,1
20614,1
12124,0
5031,1
17404,0
11968,1
7233,0
960,1
8532,0
6577,0
1078,0
17824,1
8455,1
19234,0
5302,0
18836,1
16507,1
10012,0
7117,0
5035,0
5323,0
6539,1
8093,1
2893,0
5521,0
6046,0
18806,0
1418,0
3792,0
2588,0
1553,0
16898,0
9625,1
4629,0
1226,0
7052,1
16935,0
10591,0
11736,1
14137,0
3940,0
16504,0
16454,1
2237,0
5130,0
18029,0
1967,0
3785,1
12915,0
4477,0
17507,1
2767,1
5385,0
7697,0
5255,0
14940,0
15652,0
11980,1
11403,0
19757,0
8085,0
18906,0
19601,0
4696,0
10798,0
10307,0
10312,0
11656,0
8725,1
7656,0
2129,0
2584,0
882,0
12246,0
7292,0
10859,1
2253,0
15831,1
12270,0
16947,0
2070,0
5899,0
4184,0
6906,0
2136,0
16197,0
19629,0
20483,1
13345,0
6831,0
11703,0
12736,0
7997,0
14260,0
16743,0
11016,0
19251,1
2246,0
3616,0
18160,0
11337,0
10160,0
17546,1
13782,1
2082,0
3514,0
7678,0
16626,1
19550,0
3563,1
1800,1
11912,0
20753,1
19078,0
19972,0
12676,1
13268,0
20782,0
5140,0
14305,0
8319,1
16414,0
269,1
18065,0
14469,0
19424,0
20002,0
10554,0
10759,0
4834,0
18064,1
19103,1
17814,0
17227,0
19589,0
6844,0
11989,0
13158,0
6009,0
15371,0
15952,0
14702,0
10055,0
7821,1
5936,0
14169,0
18264,0
14721,0
7018,0
17457,0
7867,0
20335,1
15032,1
20672,1
18639,1
5136,1
14108,0
989,0
5550,0
14770,1
7124,1
288,1
14147,0
16145,0
12475,0
6344,1
3133,1
6211,0
12847,0
8137,0
12297,1
15265,0
8001,0
1761,0
374,0
5426,1
3557,0
677,0
10257,0
7385,0
7738,1
18217,0
1093,1
3923,0
13199,0
16557,0
487,0
20974,0
4369,0
8959,0
1340,0
3374,0
9979,1
4790,1
10548,0
1886,0
3320,0
11567,0
8556,0
17179,1
17167,0
15008,1
15691,1
2458,0
5863,0
9595,0
17001,1
3729,0
16938,0
10638,0
17615,0
16130,0
1640,0
11539,1
13948,1
574,0
16805,0
14182,0
11372,0
4,0
13936,0
14272,1
1298,1
476,0
9303,0
17531,0
17973,1
8746,0
12731,1
409,0
9373,0
620,0
11431,1
19464,0
2966,0
6145,0
15492,1
15305,0
2565,0
17392,0
17085,1
11829,1
4510,0
19913,0
11377,0
6654,1
7516,0
7864,0
13623,1
15748,0
18960,1
3902,0
8903,0
12215,0
2108,0
13401,1
4302,0
3562,1
6149,0
10742,0
12269,0
5986,1
3934,0
5815,1
6467,0
19998,0
6060,0
16707,0
1772,0
8024,0
2505,0
10459,1
4836,0
5710,1
6196,0
375,0
15592,0
8735,0
7580,0
3773,0
3629,0
10816,0
3728,1
5112,0
7042,0
673,1
8049,0
17572,0
16452,0
11172,0
20215,0
5047,0
8048,1
11977,0
12776,0
20187,0
6894,1
7179,0
2137,0
6170,0
12282,0
15494,1
2526,0
309,0
19001,0
13930,0
7587,0
16695,0
11269,0
16062,0
10779,0
16509,1
8388,1
11746,0
18354,0
14648,0
9020,0
8415,0
810,0
5174,0
13991,1
8766,0
10995,0
6399,1
9499,0
12693,0
10783,0
11189,0
19997,0
18469,0
19166,1
8797,1
9387,0
15240,0
1707,0
1049,0
866,0
15279,1
4927,1
16990,0
17745,1
13556,0
8057,0
4089,1
775,0
2299,0
6025,1
11005,1
9408,0
5639,0
8403,0
5680,0
3443,0
19178,1
2176,0
7012,0
18465,1
9445,1
1467,0
15035,1
19681,0
9899,0
10899,0
20961,0
5687,0
846,0
1320,0
118,0
823,0
12106,0
15459,0
20927,0
2866,0
1067,1
16539,0
13170,0
14780,0
20083,0
553,0
2009,0
9585,0
6995,1
5826,1
7412,0
1108,1
5230,0
3996,1
84,0
1723,0
5116,0
11976,0
14324,0
18373,0
20682,0
3519,0
1262,0
10084,0
18435,0
20412,0
768,0
5531,0
15407,0
3385,0
99,1
1109,0
16526,0
3196,0
19425,0
16520,0
9808,0
106,0
8778,0
18916,0
20073,0
16836,0
5125,1
10758,0
7405,0
3124,0
13950,0
1039,0
16679,1
13773,0
914,0
3221,0
20165,0
6863,0
15860,0
8234,0
17733,0
9921,0
11134,0
20697,0
11232,0
12212,0
10284,0
3848,0
998,1
6236,0
13712,1
16784,1
15489,0
472,0
441,0
595,0
6836,0
2974,0
11472,1
16865,0
7152,0
5663,0
9760,0
7332,0
8580,0
14218,0
10318,0
11321,0
14234,0
19092,0
19600,0
16590,0
20754,1
15944,0
12337,0
20712,0
3659,0
19783,0
9066,0
8387,0
18431,0
5200,1
5009,0
11146,0
8949,0
18447,1
1448,0
15891,0
1117,0
14684,0
2166,0
4129,0
17371,0
20246,0
14049,1
14858,0
13752,0
15611,0
11802,1
2886,0
11921,0
11760,0
7434,0
10009,1
4843,0
8344,0
13030,0
10524,1
18443,1
3885,0
12188,1
4975,0
16481,0
17801,1
6233,0
13492,0
10357,0
4664,0
6753,1
15174,0
18536,0
15960,0
6378,1
3271,0
14715,0
12490,1
7192,1
5980,0
10624,1
6822,0
16605,0
4855,1
412,0
6075,0
2909,0
19207,0
18422,1
3244,0
11156,0
12334,0
6476,0
16428,0
9925,0
15054,1
12339,0
1213,0
18804,0
863,0
14890,0
1865,0
10589,1
9289,1
9078,1
12658,0
14657,0
15828,0
1950,0
20292,0
18994,0
6172,0
17318,0
19277,0
4869,0
5513,0
7350,0
5807,1
16056,0
15037,0
9604,1
1057,0
18861,0
13844,0
1351,1
239,1
16699,1
19713,0
1716,0
14623,1
17688,0
18667,0
9661,1
9602,0
19936,0
9069,1
13081,1
7379,0
13078,0
20185,0
10649,1
5517,0
180,0
10223,0
5217,0
1822,0
9606,0
13877,0
7472,0
8368,1
2749,1
17304,1
12810,1
8849,0
983,0
3868,1
7944,1
15870,0
19471,1
3265,1
20786,0
2346,0
8579,0
4155,0
8837,0
18738,1
12523,0
1780,0
11149,0
17804,0
19481,0
17565,0
12107,1
18629,0
4335,0
9756,0
4082,0
2165,0
1630,0
15005,0
7533,0
14066,0
19017,0
3009,1
2637,0
19118,0
18755,0
6670,0
5795,0
10036,0
5903,0
20745,0
3289,0
11987,1
12556,1
18888,0
2593,0
4307,0
520,0
787,0
236,0
12623,0
5943,0
16141,0
19817,1
20775,0
17246,0
20503,0
12330,0
3968,0
10402,1
2719,0
19095,0
5091,0
4820,0
4830,0
17997,0
7954,0
1708,0
8134,1
16314,0
20599,0
17611,0
12615,1
20014,0
18450,0
12313,0
8539,0
11329,0
11410,0
11061,1
19167,1
3710,0
9812,0
14007,1
18428,0
13359,0
9050,0
16613,0
20646,0
4093,1
1623,0
16887,0
19940,0
7714,0
5658,1
17398,0
5002,0
6491,0
9273,0
15961,0
19469,0
14659,0
18215,0
12139,0
6930,0
20724,1
17486,0
11020,0
19530,0
18246,0
2267,0
11241,0
18255,0
17038,0
14722,1
7031,0
1941,0
15248,0
13854,1
13839,1
13479,1
14544,1
6161,0
17181,0
13043,0
11230,1
20901,0
2100,0
13817,0
8216,1
7219,1
18652,0
19373,0
15146,1
3122,0
17904,1
20040,0
7691,0
8203,0
7854,0
15124,0
8555,0
16749,0
12369,1
14454,1
3652,0
17453,0
11454,0
18809,0
7704,0
12734,1
9667,1
1971,1
13824,1
17044,0
10898,0
7165,0
3394,0
20504,1
2816,0
464,0
2609,0
11251,0
5749,0
5067,1
16011,0
7186,0
4882,1
4324,0
2762,0
13461,0
2650,1
5176,0
10811,0
18706,0
2061,0
11960,0
4095,0
9185,0
19404,0
3630,0
5246,0
12186,0
10647,0
4265,0
2574,0
2562,1
12859,0
18518,1
3648,0
8329,0
19982,1
9761,0
9027,0
3556,0
14750,0
17047,0
3084,0
17253,0
4796,0
3260,0
8719,0
6756,0
17309,1
2520,0
653,1
14190,0
12593,1
18237,0
5135,1
2714,0
17483,0
5572,0
2422,0
13470,1
3827,0
18239,0
9831,0
18123,0
19402,0
4703,1
10637,0
15260,0
3132,1
7058,0
17134,0
14370,0
10375,0
10155,1
4960,0
12463,0
8987,1
3360,0
16607,0
14280,1
15127,0
5701,0
9226,0
12018,1
16942,1
8612,0
5281,1
13098,0
20081,0
7145,0
20518,1
569,0
11309,0
19352,0
20654,1
14430,0
13580,0
15003,0
15335,0
17958,0
4729,0
10386,0
8575,0
19188,0
6511,0
9126,0
2778,1
11573,0
11492,0
17570,0
10962,1
16425,0
6350,0
6989,0
3240,0
20638,0
17174,1
4542,0
2903,1
3348,0
10004,0
5563,0
0,1
15910,0
1152,1
13737,0
11428,0
20793,0
1840,0
19059,1
7620,0
14460,0
20468,0
840,0
18441,1
707,0
15743,0
11705,0
12324,0
453,0
6876,0
4713,0
7941,0
12044,0
2750,0
19964,0
16786,0
19216,0
12465,1
15510,0
4993,0
20204,0
11438,0
1075,0
20082,0
6382,0
19864,0
7270,1
19991,0
2675,0
13406,1
8633,0
10301,0
777,0
8630,1
6568,0
11540,0
11932,0
12166,0
10261,0
4702,1
16405,1
303,1
8632,0
16194,0
15721,0
2322,0
12870,1
10013,0
10574,0
12161,0
9859,0
9708,0
6634,0
7027,0
2657,0
596,0
6718,0
12685,0
17199,0
9645,0
1201,0
10605,0
10723,0
9827,0
16987,1
18602,0
12038,0
8733,0
14377,0
13423,1
16842,0
18329,1
6209,0
16123,0
15040,0
9081,0
20191,1
3139,0
2017,1
10689,0
20276,0
16963,1
11409,0
14720,1
8554,0
2586,1
18120,0
6616,0
14562,1
20356,0
1088,0
6446,0
7133,0
16553,0
3104,0
466,1
14325,0
1299,1
17485,1
5697,1
13224,0
15388,0
6188,0
20679,0
9249,0
16632,0
17595,1
16453,0
20513,0
4736,0
18381,1
14916,0
16499,0
18444,1
16560,0
2830,0
16593,0
18481,1
1648,0
4646,0
11516,1
9359,0
14193,0
2960,0
4892,0
14227,0
17694,0
629,0
3759,0
10901,0
8123,0
20574,0
9599,0
10193,0
5541,0
4355,0
5127,0
11554,1
7383,0
11392,1
3414,0
6501,0
12872,0
14132,1
19934,0
12363,0
12816,1
18766,0
40,0
13180,0
18142,1
8841,0
12251,0
8452,1
7001,0
14379,0
8875,0
3574,0
7834,0
4721,0
1373,0
11040,1
13500,1
9927,1
20474,1
4285,1
14461,0
8898,1
18391,0
4631,0
5168,0
17150,0
7146,0
7792,1
8130,0
17776,0
19746,0
4486,0
1764,0
20135,0
11770,0
5614,0
7267,0
14212,0
4366,1
15345,0
1706,0
10709,0
11261,0
20792,0
20670,1
19884,0
12707,0
16305,1
285,0
13420,0
16341,0
3208,0
6929,1
14597,0
1139,0
6291,1
10361,0
19527,1
15949,0
11691,0
9044,0
15450,0
1520,0
10493,0
4623,0
18016,0
4318,0
352,1
7360,0
17226,0
1083,1
6010,0
1836,0
1054,0
12152,1
6400,0
8910,0
5057,0
9349,0
11875,0
9141,0
2162,0
12115,0
3329,0
3636,0
16023,0
16655,0
10662,1
4482,0
12306,0
7643,0
13886,0
8201,0
7653,0
5684,0
6094,1
12890,0
2194,0
8379,0
6973,0
11942,0
20769,0
9934,1
599,1
6915,0
2691,0
20403,0
11527,0
16430,0
15361,0
91,0
20320,0
2523,0
8506,0
17351,1
20686,1
17519,0
12562,1
18653,0
10619,0
11682,0
17842,0
14432,0
3533,1
6118,0
16782,1
5552,0
4645,0
5150,1
6757,0
19788,0
6697,0
7151,1
15071,1
8684,0
15785,0
9793,0
18228,0
19305,0
14445,1
19326,0
2117,1
12968,0
2873,0
7200,0
4316,0
2396,0
18751,0
3010,0
8398,0
9287,1
14031,0
6402,1
7130,1
14493,0
20443,0
5274,1
4348,0
9296,0
17950,1
12108,0
4968,0
19285,1
15438,0
16908,1
9091,0
20920,1
13247,0
14421,0
19773,0
13294,0
14585,1
15233,0
11328,0
19208,0
13128,0
5582,0
4518,0
13614,0
14332,0
2247,1
13245,0
3279,0
9961,0
14800,1
1330,0
12268,1
18844,1
17548,1
12954,0
15384,0
10383,0
2450,1
1476,0
6088,1
7513,0
16665,0
1925,0
19291,1
15833,0
17390,0
17705,0
2031,0
6478,1
9820,0
20441,0
8680,0
19031,0
8073,0
17321,0
11224,1
11279,0
11769,1
19310,1
12045,0
3504,0
1858,0
5422,1
6247,0
3399,1
15515,1
11669,0
1198,1
4937,0
4371,0
2471,1
3004,0
14735,0
6569,1
20457,0
8303,0
19068,0
6617,0
12651,0
20194,0
39,0
19543,0
12181,0
4572,1
1627,1
8712,0
9451,1
17159,1
7363,0
15684,0
6655,0
8067,0
19534,0
429,0
10653,0
7924,0
7048,1
3655,0
20161,0
15122,0
10611,0
16875,0
10568,0
12765,1
9396,0
18510,0
14197,0
16575,0
19591,0
10319,0
6248,0
2251,0
19127,0
4546,1
1511,0
6544,0
4897,0
13710,0
9750,0
7418,0
9915,0
13792,0
10411,0
7258,0
7996,0
18909,0
4250,0
18522,1
14793,1
15617,0
18299,0
19140,0
6596,0
2276,0
3645,0
3508,0
5121,1
7345,0
8525,0
19513,0
12695,0
7221,0
7740,0
20771,0
9386,0
7398,0
4722,1
7561,0
2955,0
15433,0
3228,0
17187,0
16350,0
20848,0
3676,0
14810,0
2466,1
10143,0
2882,0
17847,0
2273,0
14726,0
5777,0
4069,0
10058,0
1695,0
19426,0
12321,0
20282,1
1195,0
15558,1
18324,0
6146,0
7787,0
1526,1
7107,0
16018,0
6794,0
20392,0
18057,1
15549,0
3180,0
20434,0
14872,1
18245,0
11121,0
1295,0
12239,1
16426,0
9028,0
4904,0
12576,1
17350,0
6490,0
14239,0
12373,0
13339,0
10771,0
18410,0
13962,1
10780,0
2941,0
20490,0
12041,0
2405,1
17972,0
11716,1
12293,0
11856,0
15541,0
9651,0
503,1
10975,0
6768,0
14878,0
11904,1
14905,0
10969,0
17423,1
15411,0
9713,0
2515,0
8000,0
19096,0
833,0
8845,0
3463,0
17339,0
2324,1
9893,0
2288,0
16859,0
8272,0
6856,0
6148,0
16107,1
2482,1
13430,1
11846,0
226,0
19455,0
2285,0
11810,0
8768,1
12491,0
8815,1
4621,0
16163,0
6663,0
8007,1
15073,0
6727,0
18116,1
17875,0
7106,0
5327,0
20511,1
19000,0
7429,1
6676,0
379,1
20657,0
15402,0
5570,0
14223,0
7546,0
19335,0
15645,0
20762,0
3822,1
14898,0
12569,0
11227,0
12032,0
3446,1
347,1
15362,0
5515,1
13019,0
4194,0
5859,0
15909,0
3682,0
2921,0
18394,1
16028,1
19526,0
2114,1
4681,0
4537,0
4847,0
4700,0
17069,1
2370,0
9508,0
3994,0
13568,0
11764,0
13674,1
10226,0
12567,0
3534,0
17169,0
12958,1
16830,0
11033,1
12382,0
18535,0
18182,0
365,0
5983,0
6862,0
85,0
6910,0
7658,0
18928,1
8160,0
14354,1
2780,1
11795,0
4899,0
18611,0
11155,0
19111,0
1986,0
5586,0
5210,1
4178,0
7497,0
16941,1
13260,0
15639,0
10412,0
17908,1
18162,0
6325,0
9197,1
55,0
20619,0
15130,0
9552,0
19033,1
7166,0
5097,0
12537,0
8015,1
14579,0
10347,1
18371,0
534,0
7762,0
5889,0
357,0
14253,0
4124,1
14455,0
11384,0
1164,0
9938,0
11010,1
16004,0
17772,0
13000,1
5924,1
20174,0
20353,0
17928,0
18364,0
10957,0
4037,0
16916,0
19887,1
5460,0
19195,0
20909,0
20752,0
8389,0
13639,1
10073,0
11063,1
7572,0
18650,0
10764,0
3526,0
17845,0
15578,0
15776,0
9354,0
7603,0
19370,0
16490,1
5518,0
15231,1
8334,0
1105,0
3232,0
15105,0
5040,1
11215,0
10618,0
1831,0
20157,0
11201,0
7408,1
14100,0
13119,0
12516,1
17704,0
284,0
9594,0
16161,0
19265,1
6077,0
20001,0
8769,0
11991,0
13238,1
7673,0
3027,0
18775,0
8501,0
14991,0
13963,0
19414,0
1725,0
5765,0
2319,0
9314,1
9630,0
4608,0
20725,0
9787,1
16407,0
6867,0
16057,0
18234,0
15981,0
608,0
16360,0
1186,1
5199,0
18165,0
14035,0
20602,0
12428,0
5164,0
7635,0
876,0
9782,0
5965,0
18550,1
10455,0
20924,0
2525,0
4145,1
19551,0
807,1
14453,0
18716,0
5449,0
4044,0
16172,0
19755,1
11619,0
16745,0
15551,1
18253,0
17503,0
14435,0
12427,0
1867,0
10559,0
6126,1
18546,0
6573,0
19789,0
9580,0
12718,1
11424,1
7189,0
1514,0
20021,0
8777,0
2580,0
7046,0
18496,0
9153,0
13478,1
19675,0
4911,0
19674,0
7108,0
11905,0
16622,1
6766,0
16448,1
5694,1
20623,0
7047,1
13405,1
18074,1
10560,0
10167,1
290,1
5958,0
6536,0
10717,0
19984,1
10309,1
454,0
3263,0
3189,0
18532,0
6056,0
10667,0
754,0
20960,0
10299,0
20309,0
14871,0
19745,0
20591,0
15568,0
11792,0
3849,0
3575,0
10977,1
6647,0
15663,1
5913,0
103,1
9886,0
12946,1
10149,1
11071,0
6335,0
11305,1
13618,0
5292,0
19477,0
19398,0
5366,0
12678,0
8523,1
12160,0
6968,1
14707,1
13073,0
19039,1
8481,0
11727,1
13255,0
11653,1
16811,0
13561,1
2023,0
4995,0
19896,0
17889,0
7943,0
15207,1
9184,1
14776,0
3974,0
9773,0
14265,0
1602,0
17929,0
16337,1
14236,0
6751,1
5032,0
2044,0
9882,0
2684,1
9870,1
9913,0
10769,0
13958,0
11684,0
10597,1
3202,0
4026,0
8821,1
18091,0
14317,0
4852,1
15602,1
17680,0
15900,0
16482,1
10227,0
7164,1
9907,0
7300,0
18132,0
10571,1
238,1
5528,0
15778,1
3030,0
5465,0
4925,0
15830,0
6273,0
17248,1
5216,0
5900,1
1747,0
15331,1
901,0
3680,0
12277,0
13633,0
19779,0
12290,0
16245,0
5607,0
20371,1
7019,0
15545,1
1889,1
15837,0
15813,1
507,0
16158,0
15027,0
5285,0
14106,0
20566,1
11996,0
11639,1
568,0
11306,0
15490,1
9624,0
7316,1
1612,0
15437,0
9251,0
16826,1
674,0
15145,0
11797,0
16682,0
12060,0
272,1
3999,1
13288,0
8237,0
9187,1
18320,0
19730,0
4900,1
9960,0
13961,0
18531,0
6537,0
3352,0
20651,1
19811,0
5417,0
10289,0
3841,0
11879,0
14889,0
1349,1
20703,1
4373,0
14146,0
7986,0
9489,0
18627,0
8695,0
8006,1
14134,0
17644,1
6486,1
2184,0
6328,0
14769,0
2868,0
15512,1
3058,0
3282,0
4863,1
13048,1
18126,0
18398,0
11087,0
13515,1
18978,0
3750,1
17032,0
16338,1
16637,1
6955,0
11821,0
5885,0
12435,1
14289,0
14464,0
19801,1
2935,1
20012,0
17172,0
16003,0
4697,1
20133,1
513,1
860,0
6659,0
1759,0
14602,0
13286,0
15360,0
7314,1
804,0
16712,0
18558,0
3475,0
5740,0
2453,0
1477,0
6896,1
7773,0
1702,1
6044,1
13348,1
11282,1
6171,0
7132,1
552,1
8963,0
5154,0
7978,1
147,0
3039,0
17090,0
16269,0
14835,0
3905,0
10942,1
20540,0
20132,0
16230,0
11339,0
3197,0
10966,0
2957,0
4573,0
20548,0
8872,0
8975,0
14205,0
4690,1
11014,0
14825,1
4008,0
12594,0
17930,0
6200,0
15463,0
