,id,safra,limit_bal,sex,education,marriage,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,sum_bill,avg_bill,max_bill,sum_bill,avg_bill,max_bill
15314,15315,200603,150000,2,1,1,37,0,0,0,0,0,0,61137,62350,63653,64955,66249,67637,2230,2306,2356,2372,2456,2631,385981.0,64330.17,67637.0,14351.0,2391.83,2631.0
20183,20184,200604,210000,2,1,2,28,-1,-1,-1,-1,-1,0,2670,262,3771,5474,69536,76188,262,3771,5474,69536,10000,4000,157901.0,26316.83,76188.0,93043.0,15507.17,69536.0
262,263,200510,160000,2,1,1,38,-1,-1,-1,-1,2,-1,4473,4664,5969,18941,16578,12652,4664,5969,18941,0,12652,1916,63277.0,10546.17,18941.0,44142.0,7357.0,18941.0
19871,19872,200604,390000,2,1,1,35,-1,0,-1,-1,-1,-1,43098,55068,15216,16659,35241,14216,42000,15224,16659,35241,14216,72944,179498.0,29916.33,55068.0,196284.0,32714.0,72944.0
12489,12490,200602,260000,2,1,1,44,-1,-1,-1,-1,-1,-2,2772,6675,-3098,11377,0,0,6675,20,50000,0,0,0,17726.0,2954.33,11377.0,56695.0,9449.17,50000.0
10491,10492,200601,500000,1,1,2,38,0,0,0,0,0,0,477468,488083,498839,411820,422671,394599,21000,22800,15200,19000,16000,10000,2693480.0,448913.33,498839.0,104000.0,17333.33,22800.0
15473,15474,200603,360000,1,1,1,39,0,0,-2,-2,-2,-2,12768,0,0,0,0,0,0,0,0,0,0,0,12768.0,2128.0,12768.0,0.0,0.0,0.0
102,103,200510,480000,1,1,1,63,0,0,0,2,2,0,422069,431342,479432,487066,471145,469961,16078,55693,17000,0,18000,24200,2761015.0,460169.17,487066.0,130971.0,21828.5,55693.0
8723,8724,200512,50000,2,2,1,34,2,2,2,2,0,0,20377,19427,19590,19209,19456,35976,1650,800,200,674,636,660,134035.0,22339.17,35976.0,4620.0,770.0,1650.0
2156,2157,200510,290000,2,1,2,25,0,0,0,0,0,0,305823,303701,296384,248801,241983,230925,15000,10500,10000,15000,7844,23333,1627617.0,271269.5,305823.0,81677.0,13612.83,23333.0
11509,11510,200601,170000,1,2,2,34,0,0,0,0,0,0,113270,112012,114535,115448,117426,115675,6000,6000,4106,4312,5097,3800,688366.0,114727.67,117426.0,29315.0,4885.83,6000.0
20099,20100,200604,80000,2,2,1,42,0,0,0,0,0,2,18172,19559,20437,26591,28350,27758,2000,1500,6500,2200,0,1100,140867.0,23477.83,28350.0,13300.0,2216.67,6500.0
14799,14800,200602,30000,2,1,1,41,0,0,0,0,0,-2,15636,4542,4075,3668,0,0,2000,1000,1000,1000,1800,0,27921.0,4653.5,15636.0,6800.0,1133.33,2000.0
1901,1902,200510,110000,2,2,2,42,1,2,0,0,0,0,57046,51005,48572,49299,47126,48215,0,2100,2500,2000,2250,1200,301263.0,50210.5,57046.0,10050.0,1675.0,2500.0
19117,19118,200604,20000,2,3,1,44,0,0,0,2,2,2,7661,8981,10860,12380,11400,0,1457,2600,2000,0,0,0,51282.0,8547.0,12380.0,6057.0,1009.5,2600.0
19427,19428,200604,240000,2,2,1,37,0,0,0,0,-1,0,51277,51999,52613,21696,22807,22877,10006,10000,10000,22807,10000,11109,223269.0,37211.5,52613.0,73922.0,12320.33,22807.0
11601,11602,200601,150000,2,3,1,35,0,0,0,0,0,0,89604,97129,98795,98925,100017,99607,10000,4275,3550,3750,3600,3100,584077.0,97346.17,100017.0,28275.0,4712.5,10000.0
663,664,200510,50000,1,1,2,22,0,0,0,0,0,-1,5137,5960,6270,6000,5810,390,1300,1000,120,200,390,1170,29567.0,4927.83,6270.0,4180.0,696.67,1300.0
1206,1207,200510,70000,2,3,1,49,2,2,2,2,2,2,21024,21790,21142,23772,24930,25709,1400,0,3000,1700,1340,1100,138367.0,23061.17,25709.0,8540.0,1423.33,3000.0
16395,16396,200603,320000,2,1,2,36,0,0,0,0,0,0,29026,28179,28695,19370,10155,3788,5000,5018,1000,3000,0,7013,119213.0,19868.83,29026.0,21031.0,3505.17,7013.0
9267,9268,200601,50000,1,1,2,33,0,0,0,0,0,0,21171,22698,14125,18025,9063,10747,2028,2000,4000,2000,2000,2000,95829.0,15971.5,22698.0,14028.0,2338.0,4000.0
13441,13442,200602,160000,1,2,2,36,-1,-1,-1,0,-1,-1,836,836,1672,836,836,836,836,1672,0,836,836,836,5852.0,975.33,1672.0,5016.0,836.0,1672.0
4406,4407,200511,20000,1,2,2,39,0,0,0,0,0,0,19592,19401,19979,20107,19472,19719,1334,1302,694,707,835,772,118270.0,19711.67,20107.0,5644.0,940.67,1334.0
9486,9487,200601,350000,1,1,2,32,-1,-1,0,0,-1,-1,15179,4981,19194,4389,1717,4066,4983,15084,2028,1725,4086,2476,49526.0,8254.33,19194.0,30382.0,5063.67,15084.0
6506,6507,200512,50000,1,2,2,52,1,2,0,0,0,2,5893,5653,6747,7859,7464,7199,0,1200,1200,1200,0,1200,40815.0,6802.5,7859.0,4800.0,800.0,1200.0
1774,1775,200510,120000,2,1,2,28,-2,-2,-2,-2,-2,-2,-8,2046,0,409,872,1539,2054,0,409,872,1539,580,4858.0,809.67,2046.0,5454.0,909.0,2054.0
15086,15087,200603,260000,1,1,2,35,2,2,2,0,0,2,139582,149124,145333,148332,160810,155683,13400,0,6910,16502,0,5847,898864.0,149810.67,160810.0,42659.0,7109.83,16502.0
10225,10226,200601,110000,1,1,2,33,0,0,0,0,0,0,111249,111480,64237,57066,112716,57044,4000,2800,2200,2200,3000,2000,513792.0,85632.0,112716.0,16200.0,2700.0,4000.0
7531,7532,200512,70000,1,1,2,36,2,2,2,2,2,2,50016,48941,51809,50675,54839,53803,0,4000,0,5000,0,4000,310083.0,51680.5,54839.0,13000.0,2166.67,5000.0
6488,6489,200512,500000,2,1,2,39,-1,0,0,0,-2,-2,4417,5642,8689,-131,-131,-131,5467,5026,0,0,0,0,18355.0,3059.17,8689.0,10493.0,1748.83,5467.0
93,94,200510,160000,2,2,1,37,-1,-1,-1,-1,-1,-2,880,1602,840,840,0,0,1602,840,840,0,0,7736,4162.0,693.67,1602.0,11018.0,1836.33,7736.0
4306,4307,200511,20000,2,2,2,24,0,0,0,0,0,0,14367,16130,18136,18258,19478,19866,2001,2600,701,1500,705,1000,106235.0,17705.83,19866.0,8507.0,1417.83,2600.0
2551,2552,200510,80000,1,2,2,28,0,0,0,-2,-2,-2,15268,5135,0,0,0,0,1315,0,0,0,0,0,20403.0,3400.5,15268.0,1315.0,219.17,1315.0
7555,7556,200512,300000,1,1,1,58,1,2,2,2,2,2,158230,160242,156171,165556,169250,172804,6000,0,12000,6500,6500,6500,982253.0,163708.83,172804.0,37500.0,6250.0,12000.0
17014,17015,200603,30000,2,2,2,23,0,0,0,0,0,2,28138,22517,24148,25437,28391,27801,2000,2000,2000,3700,0,1500,156432.0,26072.0,28391.0,11200.0,1866.67,3700.0
9973,9974,200601,80000,2,3,0,34,0,0,0,0,0,0,59451,29668,22740,13099,6551,0,1834,2124,0,0,0,0,131509.0,21918.17,59451.0,3958.0,659.67,2124.0
3061,3062,200511,70000,1,1,2,27,0,0,0,0,0,2,39449,39742,40618,28782,30281,29175,2100,2000,1200,2590,0,1000,208047.0,34674.5,40618.0,8890.0,1481.67,2590.0
5782,5783,200511,360000,2,1,1,31,-1,-1,-1,-1,-1,-2,460,460,460,399,0,0,460,460,399,0,0,0,1779.0,296.5,460.0,1319.0,219.83,460.0
15249,15250,200603,500000,2,1,1,35,-1,-1,-1,-1,0,0,416,258,1563,21557,14802,19552,258,1563,21557,1000,8000,23762,58148.0,9691.33,21557.0,56140.0,9356.67,23762.0
9711,9712,200601,50000,2,2,1,54,0,0,0,0,0,0,48403,48119,43590,18264,18659,18918,2020,3128,1000,656,645,630,195953.0,32658.83,48403.0,8079.0,1346.5,3128.0
15250,15251,200603,30000,2,2,1,45,2,0,0,0,0,0,31548,30226,31237,13511,13781,14070,1665,1676,1223,493,511,514,134373.0,22395.5,31548.0,6082.0,1013.67,1676.0
215,216,200510,30000,1,3,1,42,-1,-1,-1,-1,-1,2,390,390,390,240,1320,780,390,390,240,1470,0,0,3510.0,585.0,1320.0,2490.0,415.0,1470.0
12136,12137,200602,200000,2,2,2,25,0,0,0,0,-1,-1,41357,22770,23231,6979,2428,2099,3262,3346,3034,2440,2109,0,98864.0,16477.33,41357.0,14191.0,2365.17,3346.0
20009,20010,200604,230000,2,1,2,37,-2,-2,-2,-2,-2,-2,1985,7150,20123,1671,1244,0,8075,20200,1671,1244,0,809,32173.0,5362.17,20123.0,31999.0,5333.17,20200.0
20797,20798,200604,90000,1,2,1,44,2,0,0,0,0,0,58395,59559,61640,62793,63493,67204,2134,3043,3000,2300,4506,15490,373084.0,62180.67,67204.0,30473.0,5078.83,15490.0
16343,16344,200603,200000,2,1,1,35,1,2,0,0,0,0,205002,195441,192803,304997,188504,189527,41,8597,8583,6880,7235,6839,1276274.0,212712.33,304997.0,38175.0,6362.5,8597.0
9953,9954,200601,130000,2,3,1,54,0,0,0,0,0,0,77506,78535,72776,66053,52505,12242,2900,2564,2368,2200,364,152,359617.0,59936.17,78535.0,10548.0,1758.0,2900.0
7522,7523,200512,320000,1,2,1,45,-1,-1,-1,-1,-1,-1,1471,5184,4144,6290,977,-23,5318,4160,6296,977,23,0,18043.0,3007.17,6290.0,16774.0,2795.67,6296.0
20279,20280,200604,280000,2,4,1,50,0,-1,-1,2,2,-2,5380,390,1843,1663,-147,-147,400,1843,0,0,0,1647,8982.0,1497.0,5380.0,3890.0,648.33,1843.0
14969,14970,200602,180000,2,1,2,31,-1,-1,-1,-1,0,0,4582,1359,316,3072,2756,2440,1359,316,3072,0,0,316,14525.0,2420.83,4582.0,5063.0,843.83,3072.0
18028,18029,200604,20000,1,3,2,31,0,0,0,0,0,0,7222,13627,11974,11467,10469,9380,10009,2004,5013,3010,3690,4384,64139.0,10689.83,13627.0,28110.0,4685.0,10009.0
11222,11223,200601,60000,1,3,2,26,1,2,0,0,0,0,61966,60308,47536,17079,18219,19542,0,5021,5000,2000,2000,1720,224650.0,37441.67,61966.0,15741.0,2623.5,5021.0
6512,6513,200512,360000,1,3,2,34,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
15803,15804,200603,70000,2,2,2,24,0,0,0,0,0,0,61094,62483,63882,64733,66680,71243,3000,3000,2500,3000,5800,0,390115.0,65019.17,71243.0,17300.0,2883.33,5800.0
6064,6065,200512,120000,2,2,2,45,0,0,0,0,0,0,92000,94000,96000,98000,100000,0,2000,2000,2000,2000,0,0,480000.0,80000.0,100000.0,8000.0,1333.33,2000.0
3362,3363,200511,110000,2,2,2,51,-2,-2,-2,-1,-1,-1,150000,0,0,3007,857,55973,0,0,3007,857,100000,1000,209837.0,34972.83,150000.0,104864.0,17477.33,100000.0
9380,9381,200601,170000,1,2,2,27,0,0,0,0,0,0,21958,22572,14549,10849,12509,64218,1300,2000,1000,2000,52292,2200,146655.0,24442.5,64218.0,60792.0,10132.0,52292.0
14101,14102,200602,110000,2,2,1,29,0,0,0,0,2,0,106302,108590,107414,108887,107145,102075,5500,5224,7641,0,3785,3668,640413.0,106735.5,108887.0,25818.0,4303.0,7641.0
10133,10134,200601,40000,2,2,1,45,1,2,0,0,0,0,40910,39592,40135,37403,30159,27854,0,2196,4,603,925,389,216053.0,36008.83,40910.0,4117.0,686.17,2196.0
3609,3610,200511,310000,1,1,2,32,0,0,0,0,0,-1,53340,85711,69195,59169,12056,10032,69220,3095,5000,2000,10058,23219,289503.0,48250.5,85711.0,112592.0,18765.33,69220.0
14662,14663,200602,400000,2,1,2,33,-1,-1,-1,-1,-1,-1,7768,31313,8744,11640,41432,20075,31330,8853,11816,41432,20974,44135,120972.0,20162.0,41432.0,158540.0,26423.33,44135.0
8037,8038,200512,270000,2,1,2,36,-1,-1,-1,-1,-1,-1,3458,3833,9791,10532,6559,500,3833,9791,10532,6559,500,961,34673.0,5778.83,10532.0,32176.0,5362.67,10532.0
10525,10526,200601,20000,1,2,2,24,1,2,-1,0,-1,-1,12060,11047,780,390,12246,12409,0,780,0,12246,911,0,48932.0,8155.33,12409.0,13937.0,2322.83,12246.0
1434,1435,200510,30000,1,2,2,44,-1,0,-1,0,-1,-1,21043,21183,1754,666,1339,1748,1196,1757,2,1443,1949,0,47733.0,7955.5,21183.0,6347.0,1057.83,1949.0
4111,4112,200511,280000,2,2,1,45,1,-2,-1,-1,-2,-2,0,0,3288,0,0,0,0,3288,0,0,0,2942,3288.0,548.0,3288.0,6230.0,1038.33,3288.0
5243,5244,200511,70000,2,1,2,28,0,0,0,0,0,0,53690,54374,47762,44487,45618,46706,2208,1800,2000,2000,2000,3000,292637.0,48772.83,54374.0,13008.0,2168.0,3000.0
1355,1356,200510,70000,2,3,1,38,0,0,0,0,0,0,24758,25581,16105,17571,18330,16268,1273,1534,2000,1000,1000,1000,118613.0,19768.83,25581.0,7807.0,1301.17,2000.0
17294,17295,200603,30000,2,3,1,31,2,3,2,2,2,0,30057,29280,30206,30496,29731,29047,0,1700,1100,3,1053,1303,178817.0,29802.83,30496.0,5159.0,859.83,1700.0
1742,1743,200510,230000,2,1,2,29,-2,-2,-2,-2,-2,-2,-5,-5,2969,3419,0,1841,0,2974,3425,0,1841,200,8219.0,1369.83,3419.0,8440.0,1406.67,3425.0
1653,1654,200510,300000,1,1,1,43,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
15552,15553,200603,500000,1,1,1,46,0,0,0,0,0,0,16347,20496,14509,16910,10854,16809,17029,8014,14030,7012,16016,14004,95925.0,15987.5,20496.0,76105.0,12684.17,17029.0
2962,2963,200510,100000,1,1,2,32,-1,-1,-1,-1,2,-1,671,671,671,1642,821,671,671,671,1642,0,671,671,5147.0,857.83,1642.0,4326.0,721.0,1642.0
14638,14639,200602,30000,1,3,2,41,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
8739,8740,200512,260000,2,1,2,39,-1,-1,2,-1,-1,-1,1550,978,588,390,390,540,978,0,390,390,540,390,4436.0,739.33,1550.0,2688.0,448.0,978.0
13002,13003,200602,80000,1,1,2,26,0,0,0,0,0,0,67229,24772,20000,20000,20000,0,2089,6000,200,0,0,0,152001.0,25333.5,67229.0,8289.0,1381.5,6000.0
5209,5210,200511,50000,2,2,1,43,-1,-1,-1,-1,-1,-1,560,1121,195,197,197,197,1121,195,197,197,197,197,2467.0,411.17,1121.0,2104.0,350.67,1121.0
5512,5513,200511,200000,2,3,1,69,2,2,2,2,2,-2,2500,2500,2500,2500,0,0,0,0,0,0,0,0,10000.0,1666.67,2500.0,0.0,0.0,0.0
1251,1252,200510,200000,2,1,2,29,0,0,-1,0,0,-2,65935,25574,28727,19164,0,0,1011,31209,383,0,0,0,139400.0,23233.33,65935.0,32603.0,5433.83,31209.0
6811,6812,200512,420000,2,2,2,36,-1,-1,-1,0,-1,-1,3581,16629,33433,28468,35669,23317,16647,33595,16000,36625,23317,23983,141097.0,23516.17,35669.0,150167.0,25027.83,36625.0
9196,9197,200601,170000,2,2,1,35,-1,-1,0,-1,-1,-1,10316,2798,4543,3229,2062,0,2798,4022,3229,2062,0,0,22948.0,3824.67,10316.0,12111.0,2018.5,4022.0
18762,18763,200604,420000,2,1,2,29,0,0,0,-2,-2,-2,52898,16200,0,0,0,0,3000,0,0,0,0,84363,69098.0,11516.33,52898.0,87363.0,14560.5,84363.0
6948,6949,200512,180000,2,1,2,35,-1,-1,-1,0,-1,-1,11123,7883,16477,13207,73813,34935,7936,18207,0,22479,34935,5382,157438.0,26239.67,73813.0,88939.0,14823.17,34935.0
14561,14562,200602,60000,1,3,2,38,0,-1,-1,-1,-1,-1,3059,291,1131,441,443,732,291,1131,441,443,580,0,6097.0,1016.17,3059.0,2886.0,481.0,1131.0
10291,10292,200601,210000,1,2,2,25,0,0,0,0,0,0,96518,35523,34809,25199,25395,25692,1681,1409,886,912,1035,900,243136.0,40522.67,96518.0,6823.0,1137.17,1681.0
10298,10299,200601,150000,2,2,2,36,-1,-1,-2,-1,-1,-1,1374,-4,-4,6340,4998,5710,0,0,6344,4998,5712,5000,18414.0,3069.0,6340.0,22054.0,3675.67,6344.0
10373,10374,200601,70000,2,1,2,30,0,0,0,0,0,0,19492,20054,14016,14782,15249,15595,1600,1300,1000,701,1000,1000,99188.0,16531.33,20054.0,6601.0,1100.17,1600.0
13088,13089,200602,180000,2,1,2,29,-1,-1,-1,-1,-1,-1,10447,18006,4815,10060,49264,5983,18006,5860,11470,49613,5983,7133,98575.0,16429.17,49264.0,98065.0,16344.17,49613.0
3646,3647,200511,220000,1,3,1,41,-2,-2,-2,-2,-2,-2,10804,34407,14510,7229,12806,35433,34415,14565,7229,12806,35433,11405,115189.0,19198.17,35433.0,115853.0,19308.83,35433.0
7378,7379,200512,260000,2,1,2,30,0,0,0,0,0,0,89538,82621,78236,49417,21226,23174,4000,2092,1333,769,2300,0,344212.0,57368.67,89538.0,10494.0,1749.0,4000.0
4326,4327,200511,150000,1,1,1,41,-1,-1,-1,-1,0,0,390,390,390,15080,780,0,390,390,15080,0,0,0,17030.0,2838.33,15080.0,15860.0,2643.33,15080.0
5679,5680,200511,50000,2,3,1,52,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
6615,6616,200512,60000,1,3,2,34,-1,-1,-1,-1,-1,-1,326,326,326,326,476,326,326,326,326,476,326,326,2106.0,351.0,476.0,2106.0,351.0,476.0
3965,3966,200511,210000,2,2,1,33,0,0,0,0,0,0,137009,121126,101951,96329,84224,81570,20000,15011,10000,10000,5000,10001,622209.0,103701.5,137009.0,70012.0,11668.67,20000.0
1756,1757,200510,130000,1,1,2,34,0,0,0,0,0,0,31179,30569,28659,26952,15852,0,2002,1400,600,1000,0,0,133211.0,22201.83,31179.0,5002.0,833.67,2002.0
17191,17192,200603,150000,2,2,1,31,2,0,0,0,0,0,101425,104014,108229,109374,111279,125353,3872,5500,4005,3241,15500,4000,659674.0,109945.67,125353.0,36118.0,6019.67,15500.0
10864,10865,200601,60000,2,5,2,22,0,0,0,0,0,0,61094,61260,55730,29846,28600,28970,3000,3000,2000,1500,1500,2000,265500.0,44250.0,61260.0,13000.0,2166.67,3000.0
9015,9016,200601,70000,1,3,1,56,0,0,0,0,0,0,42039,46330,47480,49242,29993,29618,5000,2238,3000,3000,1500,1500,244702.0,40783.67,49242.0,16238.0,2706.33,5000.0
3593,3594,200511,80000,1,1,1,28,2,2,2,0,0,0,56272,58756,59587,60997,62856,66897,4000,2400,3000,3000,5100,0,365365.0,60894.17,66897.0,17500.0,2916.67,5100.0
11243,11244,200601,30000,2,1,2,23,4,4,3,2,3,2,29944,29399,28632,30363,29594,30932,206,0,2500,0,2000,0,178864.0,29810.67,30932.0,4706.0,784.33,2500.0
13655,13656,200602,30000,2,3,2,29,2,2,2,2,2,0,15070,17509,17923,18134,17704,18256,3000,1000,800,0,1000,700,104596.0,17432.67,18256.0,6500.0,1083.33,3000.0
2812,2813,200510,260000,2,2,2,30,0,0,0,0,0,0,19674,17810,19753,21550,21032,19979,2000,3000,3000,3000,3000,3000,119798.0,19966.33,21550.0,17000.0,2833.33,3000.0
7246,7247,200512,180000,2,1,2,25,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1854,1855,200510,150000,1,3,2,45,0,0,0,0,0,0,99247,101194,81194,70590,72040,73423,4268,2725,2505,3000,3000,3000,497688.0,82948.0,101194.0,18498.0,3083.0,4268.0
16384,16385,200603,220000,2,1,1,42,-1,-1,-1,-1,-1,-1,316,316,396,316,32816,316,316,396,316,32816,316,316,34476.0,5746.0,32816.0,34476.0,5746.0,32816.0
5757,5758,200511,380000,2,2,1,30,0,0,0,0,0,0,295543,299922,307166,311716,306830,303453,11000,12602,11500,10500,11000,10152,1824630.0,304105.0,311716.0,66754.0,11125.67,12602.0
4457,4458,200511,450000,2,2,1,39,-1,0,0,-2,-2,-2,810,1810,0,0,0,0,1000,0,0,0,0,1040,2620.0,436.67,1810.0,2040.0,340.0,1040.0
14194,14195,200602,340000,2,1,2,42,0,0,0,0,0,0,374245,357516,334316,307974,318240,289763,15917,10126,1000,10521,279000,11000,1982054.0,330342.33,374245.0,327564.0,54594.0,279000.0
2823,2824,200510,30000,2,3,1,57,-1,-1,-1,-1,-1,-1,347,1353,78,135,68,193,1353,78,135,68,423,140,2174.0,362.33,1353.0,2197.0,366.17,1353.0
5998,5999,200511,200000,1,3,2,33,0,0,0,0,0,0,181542,173731,152447,119730,122537,109504,7100,5354,4363,4816,4381,3330,859491.0,143248.5,181542.0,29344.0,4890.67,7100.0
3216,3217,200511,20000,2,1,2,25,2,2,2,2,2,2,9317,18576,18219,17095,19748,18722,10000,800,0,3500,0,1000,101677.0,16946.17,19748.0,15300.0,2550.0,10000.0
16188,16189,200603,130000,2,3,1,42,2,2,0,0,0,0,95564,92809,95477,95334,96066,97413,0,4500,3500,3400,4000,4000,572663.0,95443.83,97413.0,19400.0,3233.33,4500.0
829,830,200510,50000,2,2,1,48,0,-1,-1,0,0,0,20944,4696,47225,16483,9343,9693,2360,49325,3001,1882,500,503,108384.0,18064.0,47225.0,57571.0,9595.17,49325.0
20963,20964,200604,130000,1,1,2,36,1,2,2,2,0,0,128190,131094,132549,128646,100845,101545,6500,5000,0,3512,3606,3699,722869.0,120478.17,132549.0,22317.0,3719.5,6500.0
8823,8824,200512,430000,2,1,1,34,-1,-1,-1,-1,-1,-1,5149,4588,11164,1531,9848,10178,4600,11220,1531,9902,10202,5926,42458.0,7076.33,11164.0,43381.0,7230.17,11220.0
13279,13280,200602,10000,1,2,2,43,2,-1,-1,-1,-1,-1,654,608,654,5954,0,1308,608,700,5954,0,1308,0,9178.0,1529.67,5954.0,8570.0,1428.33,5954.0
12118,12119,200602,150000,2,2,2,26,0,0,0,0,0,0,36302,33060,33988,35112,36532,36345,2070,3995,3113,2540,3348,2029,211339.0,35223.17,36532.0,17095.0,2849.17,3995.0
2875,2876,200510,140000,2,2,2,26,1,-1,0,0,0,0,0,811,1633,1666,1700,0,811,1000,33,34,0,0,5810.0,968.33,1700.0,1878.0,313.0,1000.0
4164,4165,200511,380000,1,1,2,42,0,0,0,2,-1,0,1837,4791,6697,2700,1218,1533,3000,2000,0,1218,700,500,18776.0,3129.33,6697.0,7418.0,1236.33,3000.0
15175,15176,200603,90000,2,1,2,23,-1,-1,-1,0,0,0,5802,4657,10967,14644,12467,4155,4657,10967,10000,249,0,0,52692.0,8782.0,14644.0,25873.0,4312.17,10967.0
17693,17694,200603,20000,2,2,1,42,1,2,2,2,0,0,8395,8114,10293,9979,10329,10391,0,2479,0,515,377,617,57501.0,9583.5,10391.0,3988.0,664.67,2479.0
3326,3327,200511,80000,2,2,2,45,0,0,-2,-2,-2,-2,83150,-8000,0,0,0,0,0,8000,0,0,0,0,75150.0,12525.0,83150.0,8000.0,1333.33,8000.0
20381,20382,200604,10000,1,2,2,24,1,2,2,0,0,3,5570,7327,7065,8058,9433,9008,2000,0,1125,1500,0,0,46461.0,7743.5,9433.0,4625.0,770.83,2000.0
5651,5652,200511,20000,2,2,2,27,-1,2,-1,2,0,0,226,226,4294,2863,1583,1320,0,4294,0,0,150,0,10512.0,1752.0,4294.0,4444.0,740.67,4294.0
19992,19993,200604,240000,2,2,1,34,-1,-1,0,0,-1,-1,626,1921,20740,21274,888,360,1921,19000,2624,888,360,360,45809.0,7634.83,21274.0,25153.0,4192.17,19000.0
14390,14391,200602,310000,2,2,1,34,0,0,0,0,0,0,87842,42594,26198,26766,27341,28891,3021,1600,1000,1000,2000,3000,239632.0,39938.67,87842.0,11621.0,1936.83,3021.0
4812,4813,200511,50000,2,3,1,27,-1,0,0,0,3,2,29321,30048,31396,35045,34203,34743,1503,1851,4500,0,1250,0,194756.0,32459.33,35045.0,9104.0,1517.33,4500.0
4473,4474,200511,240000,2,1,2,26,1,-1,-1,-2,-1,-1,-11,3919,-23,-23,7859,-2,3930,0,0,7882,0,805,11719.0,1953.17,7859.0,12617.0,2102.83,7882.0
9932,9933,200601,20000,1,2,2,22,1,3,2,2,0,0,6792,6540,7278,7013,7398,8775,0,1000,0,500,1500,0,43796.0,7299.33,8775.0,3000.0,500.0,1500.0
12727,12728,200602,270000,2,1,2,29,0,0,0,0,0,0,125120,102046,91426,93262,96104,98374,4000,2969,3000,4000,3500,3450,606332.0,101055.33,125120.0,20919.0,3486.5,4000.0
6945,6946,200512,50000,1,2,2,25,0,-1,2,0,0,0,1552,2452,1878,1482,326,-70,2452,0,0,0,0,3000,7620.0,1270.0,2452.0,5452.0,908.67,3000.0
17271,17272,200603,380000,2,2,1,31,1,-2,-1,-1,-2,-1,3491,3859,8796,7991,5310,14655,3878,8863,8007,5362,14695,24446,44102.0,7350.33,14655.0,65251.0,10875.17,24446.0
13244,13245,200602,220000,2,1,1,41,-1,0,-1,-1,-1,-2,30038,22411,7141,3070,2609,10273,1089,7161,4072,2613,10322,511,75542.0,12590.33,30038.0,25768.0,4294.67,10322.0
7623,7624,200512,20000,2,1,2,25,1,2,2,2,2,2,11729,12236,17994,17412,18422,18768,1000,6000,0,1600,800,800,96561.0,16093.5,18768.0,10200.0,1700.0,6000.0
12467,12468,200602,30000,2,2,2,22,0,0,2,0,0,0,10094,14870,13329,7275,26804,29362,5300,0,607,20000,3000,0,101734.0,16955.67,29362.0,28907.0,4817.83,20000.0
15467,15468,200603,290000,1,2,1,38,0,0,0,0,0,0,116625,118801,99370,84836,82168,80299,5000,3530,3019,2818,3000,3199,582099.0,97016.5,118801.0,20566.0,3427.67,5000.0
15772,15773,200603,30000,2,3,2,24,2,2,0,0,2,2,31073,30279,30428,30485,31012,30402,0,1500,2700,1300,0,1117,183679.0,30613.17,31073.0,6617.0,1102.83,2700.0
14002,14003,200602,360000,2,1,1,34,-2,-2,-2,-2,-2,-2,9100,15658,1874,6330,-200,-200,15658,1874,6330,0,0,0,32562.0,5427.0,15658.0,23862.0,3977.0,15658.0
18712,18713,200604,210000,2,1,2,26,0,0,0,0,0,0,23245,8487,17950,18915,19359,21604,3487,10000,2000,1000,3000,1000,109560.0,18260.0,23245.0,20487.0,3414.5,10000.0
1035,1036,200510,60000,1,2,2,27,1,2,0,0,2,2,43356,42381,46663,49877,50734,49764,0,5000,4000,1800,0,2000,282775.0,47129.17,50734.0,12800.0,2133.33,5000.0
2963,2964,200510,140000,2,3,1,42,2,2,2,2,2,0,47556,48802,47722,50411,49473,50649,2300,0,3800,0,2000,2000,294613.0,49102.17,50649.0,10100.0,1683.33,3800.0
2196,2197,200510,10000,1,3,2,22,0,0,0,0,0,0,9363,5062,6021,6763,7648,8367,1200,1200,1000,1000,1000,0,43224.0,7204.0,9363.0,5400.0,900.0,1200.0
13134,13135,200602,260000,2,2,1,39,0,0,0,0,0,0,255674,260778,124739,126892,131160,133400,10663,4520,4537,6308,6000,0,1032643.0,172107.17,260778.0,32028.0,5338.0,10663.0
8281,8282,200512,110000,2,1,1,29,-1,-1,-1,-1,0,-1,3261,1380,1380,2760,1380,1700,1380,1380,2760,0,1700,0,11861.0,1976.83,3261.0,7220.0,1203.33,2760.0
10283,10284,200601,140000,2,1,1,33,0,0,0,0,0,0,27234,20191,26276,26847,21713,22143,1389,12000,915,788,791,821,144404.0,24067.33,27234.0,16704.0,2784.0,12000.0
