,id,y,safra,limit_bal,sex,education,marriage,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,sum_bill,avg_bill,max_bill,sum_bill,avg_bill,max_bill
26787,26788,0,200606,360000,1,1,2,28,-2,-2,-2,-2,-2,-2,8840,4951,-17,1815,1035,460,4951,0,1832,1035,460,635,17084.0,2847.33,8840.0,8913.0,1485.5,4951.0
26788,26789,1,200606,260000,1,1,2,29,0,0,0,0,0,0,256503,254732,244860,245165,236120,237705,9248,9021,8767,8317,8736,10025,1475085.0,245847.5,256503.0,54114.0,9019.0,10025.0
26789,26790,0,200606,50000,1,3,2,29,1,-1,-1,-1,-1,-1,0,1899,832,0,1662,4537,1899,832,0,1662,4537,2943,8930.0,1488.33,4537.0,11873.0,1978.83,4537.0
26790,26791,0,200606,80000,1,2,1,27,-1,0,0,0,0,0,79690,80976,57827,46390,45354,43112,3181,2050,1684,1564,1558,2000,353349.0,58891.5,80976.0,12037.0,2006.17,3181.0
26791,26792,0,200606,230000,1,1,2,26,0,0,0,0,0,0,42314,37735,32358,114443,111520,105779,1804,2713,106028,3827,5060,30000,444149.0,74024.83,114443.0,149432.0,24905.33,106028.0
26792,26793,0,200606,70000,1,2,2,26,1,2,2,2,0,0,71160,67381,72192,70444,71900,0,0,6516,0,3300,0,500,353077.0,58846.17,72192.0,10316.0,1719.33,6516.0
26793,26794,0,200606,270000,1,2,2,27,0,0,0,0,0,0,24689,29520,29722,36276,19065,17937,10058,10339,10034,54,10088,6368,157209.0,26201.5,36276.0,46941.0,7823.5,10339.0
26794,26795,0,200606,220000,1,1,2,27,0,0,-1,-1,-1,-1,34686,8,1744,55164,49967,7839,8,2178,55200,50148,10107,0,149408.0,24901.33,55164.0,117641.0,19606.83,55200.0
26795,26796,0,200606,260000,1,2,1,28,0,0,0,0,0,0,226244,230647,211483,153072,156149,144646,8304,10044,6000,5576,6000,6200,1122241.0,187040.17,230647.0,42124.0,7020.67,10044.0
26796,26797,0,200606,160000,1,1,2,28,-2,-2,-2,-2,-2,-2,2235,13695,390,4080,3390,390,13695,390,4080,3390,390,390,24180.0,4030.0,13695.0,22335.0,3722.5,13695.0
26797,26798,0,200606,280000,1,1,1,34,-1,-1,-1,-2,-1,0,441,76,-21,-21,15237,7345,76,0,0,15258,36,0,23057.0,3842.83,15237.0,15370.0,2561.67,15258.0
26798,26799,0,200606,230000,1,1,2,27,0,0,0,0,0,0,8786,9865,10644,12414,15982,13324,2500,2000,2000,4000,2300,3000,71015.0,11835.83,15982.0,15800.0,2633.33,4000.0
26799,26800,0,200606,40000,1,1,2,31,0,0,-1,-1,0,0,8368,1884,200,2601,1759,-125,1000,200,2601,100,0,2412,14687.0,2447.83,8368.0,6313.0,1052.17,2601.0
26800,26801,0,200606,170000,1,1,2,31,0,0,0,0,0,0,166701,164561,166894,170102,165015,165571,5887,6894,6102,5807,6241,7000,998844.0,166474.0,170102.0,37931.0,6321.83,7000.0
26801,26802,1,200606,200000,1,1,1,30,3,2,2,2,2,2,2500,2500,2500,2500,2500,2500,0,0,0,0,0,0,15000.0,2500.0,2500.0,0.0,0.0,0.0
26802,26803,0,200606,230000,1,2,2,28,0,0,2,2,0,0,11343,17143,17150,15298,18378,18281,7000,1249,0,4000,1000,3000,97593.0,16265.5,18378.0,16249.0,2708.17,7000.0
26803,26804,1,200606,50000,1,1,2,27,2,2,-2,-1,2,2,1893,0,0,71,71,3871,0,0,71,0,3800,0,5906.0,984.33,3871.0,3871.0,645.17,3800.0
26804,26805,0,200606,150000,1,2,1,27,-1,0,0,0,0,-1,42055,36366,37093,41300,0,345,2000,1413,1650,0,345,0,157159.0,26193.17,42055.0,5408.0,901.33,2000.0
26805,26806,0,200606,300000,1,1,2,27,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
26806,26807,0,200606,360000,1,1,2,31,0,0,0,0,0,0,81740,81980,90216,86410,94668,93275,8000,10055,10000,10049,10053,9006,528289.0,88048.17,94668.0,57163.0,9527.17,10055.0
26807,26808,0,200606,390000,1,1,1,31,0,0,-1,-1,-1,-1,54007,62761,10373,6803,2601,2979,49188,10411,6830,2608,2987,2236,139524.0,23254.0,62761.0,74260.0,12376.67,49188.0
26808,26809,1,200606,50000,1,1,2,31,0,0,0,0,0,0,49139,49281,42472,44810,45699,46675,1707,1948,11746,1635,1712,4000,278076.0,46346.0,49281.0,22748.0,3791.33,11746.0
26809,26810,0,200606,220000,1,1,2,32,0,0,0,0,0,0,100226,102103,103701,103673,99429,93487,5200,5500,4700,4000,4000,4000,602619.0,100436.5,103701.0,27400.0,4566.67,5500.0
26810,26811,0,200606,60000,1,2,2,27,0,0,0,0,0,0,48307,48602,48750,48916,27743,28646,1768,1967,1424,972,2000,1300,250964.0,41827.33,48916.0,9431.0,1571.83,2000.0
26811,26812,0,200606,100000,1,2,2,28,-1,-1,-1,-1,-1,-1,942,390,390,390,0,780,390,390,390,0,780,0,2892.0,482.0,942.0,1950.0,325.0,780.0
26812,26813,0,200606,290000,1,2,2,30,0,0,0,-2,-2,-1,10823,13226,652,0,652,92775,3000,978,0,652,92775,4000,118128.0,19688.0,92775.0,101405.0,16900.83,92775.0
26813,26814,1,200606,130000,1,2,2,31,0,0,0,0,0,0,122486,116437,112881,96191,88934,90633,6013,4911,3533,3301,3607,5516,627562.0,104593.67,122486.0,26881.0,4480.17,6013.0
26814,26815,0,200606,400000,1,1,3,31,1,-1,-1,-1,-1,-1,0,1731,499,1487,499,499,1731,499,1487,499,499,36983,4715.0,785.83,1731.0,41698.0,6949.67,36983.0
26815,26816,0,200606,30000,1,2,1,32,0,0,0,2,0,0,22503,24802,29367,28108,26717,11693,3000,5000,0,1003,1000,1000,143190.0,23865.0,29367.0,11003.0,1833.83,5000.0
26816,26817,0,200606,260000,1,1,2,29,-1,-1,-1,-1,-1,0,2335,1432,718,500,5306,2091,1432,718,500,5306,0,770,12382.0,2063.67,5306.0,8726.0,1454.33,5306.0
26817,26818,0,200606,70000,1,2,2,29,0,0,0,0,0,0,53700,53938,47852,48538,49034,49689,2200,8808,2200,2000,2000,2300,302751.0,50458.5,53938.0,19508.0,3251.33,8808.0
26818,26819,1,200606,160000,1,1,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
26819,26820,0,200606,280000,1,1,2,30,-2,-2,-2,-2,-2,-2,3310,-6,4759,996,0,1199,0,4765,996,0,1199,909,10258.0,1709.67,4759.0,7869.0,1311.5,4765.0
26820,26821,0,200606,500000,1,1,2,30,-1,0,-1,-1,0,0,33269,19084,2601,112075,163165,214575,1248,2601,112212,100000,64575,67810,544769.0,90794.83,214575.0,348446.0,58074.33,112212.0
26821,26822,0,200606,110000,1,1,2,29,0,0,0,0,0,0,106698,104546,100272,92615,92657,93364,6000,4800,4300,3600,3500,3600,590152.0,98358.67,106698.0,25800.0,4300.0,6000.0
26822,26823,0,200606,120000,1,2,1,29,-1,-1,2,-1,0,0,579,2718,1280,3783,2522,1261,3580,0,3822,0,0,1261,12143.0,2023.83,3783.0,8663.0,1443.83,3822.0
26823,26824,0,200606,50000,1,1,2,32,0,0,0,0,0,0,18741,12724,13804,15331,15159,10188,1724,1804,2721,1159,1188,733,85947.0,14324.5,18741.0,9329.0,1554.83,2721.0
26824,26825,0,200606,100000,1,1,2,27,0,0,0,0,0,0,100751,99777,99479,94028,14578,33254,3592,4252,2620,408,26130,653,441867.0,73644.5,100751.0,37655.0,6275.83,26130.0
26825,26826,0,200606,360000,1,1,2,29,-2,-2,-2,-2,-2,-2,6906,4893,508,0,4861,2547,4893,508,0,4861,2547,0,19715.0,3285.83,6906.0,12809.0,2134.83,4893.0
26826,26827,1,200606,20000,1,1,2,27,1,2,3,2,3,2,4473,7216,6958,7496,7231,7269,3000,0,800,0,300,0,40643.0,6773.83,7496.0,4100.0,683.33,3000.0
26827,26828,0,200606,50000,1,3,2,29,0,0,0,0,0,0,46803,47796,49024,50192,49515,48038,1772,2000,2100,5400,8174,1687,291368.0,48561.33,50192.0,21133.0,3522.17,8174.0
26828,26829,0,200606,500000,1,1,2,30,0,0,0,0,0,0,309558,315956,307896,241206,242481,230232,13749,11360,9572,7110,14470,7610,1647329.0,274554.83,315956.0,63871.0,10645.17,14470.0
26829,26830,1,200606,50000,1,1,1,32,0,0,0,0,0,0,25411,26989,28245,29176,28696,29321,2000,2000,1500,1000,913,1800,167838.0,27973.0,29321.0,9213.0,1535.5,2000.0
26830,26831,1,200606,250000,1,3,1,34,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
26831,26832,0,200606,260000,1,2,2,34,0,0,0,0,0,0,54448,55559,59635,63624,67563,69812,2017,5000,5000,5000,5000,10000,370641.0,61773.5,69812.0,32017.0,5336.17,10000.0
26832,26833,0,200606,150000,1,1,2,34,0,0,0,0,0,0,62854,50558,52738,53747,55271,57250,5000,3000,2500,3000,3000,4870,332418.0,55403.0,62854.0,21370.0,3561.67,5000.0
26833,26834,0,200606,80000,1,1,2,33,0,0,0,0,-2,-1,59796,60722,31023,-2639,-2787,34732,5000,14016,0,2000,38000,6000,180847.0,30141.17,60722.0,65016.0,10836.0,38000.0
26834,26835,0,200606,180000,1,3,2,34,-2,-2,-2,-2,-2,-2,9531,13558,14270,11878,12920,10190,13606,14396,11936,12965,10220,10100,72347.0,12057.83,14270.0,73223.0,12203.83,14396.0
26835,26836,0,200606,170000,1,1,1,40,0,0,0,0,2,0,158326,119426,109136,106882,99917,97133,6043,4037,10019,9,3480,4635,690820.0,115136.67,158326.0,28223.0,4703.83,10019.0
26836,26837,0,200606,300000,1,1,1,40,-2,-2,-2,-2,-2,-2,5649,5649,5649,5699,5466,19878,5649,5649,5699,5616,20272,0,47990.0,7998.33,19878.0,42885.0,7147.5,20272.0
26837,26838,0,200606,230000,1,1,1,39,1,-1,-1,-2,-2,-2,-17,1786,0,0,0,0,1803,0,0,0,0,0,1769.0,294.83,1786.0,1803.0,300.5,1803.0
26838,26839,0,200606,470000,1,2,2,35,0,0,0,-1,-1,-2,262980,204078,78325,119866,-6187,-8822,10929,4177,126307,36,26,27232,650240.0,108373.33,262980.0,168707.0,28117.83,126307.0
26839,26840,0,200606,20000,1,3,1,37,0,-1,0,0,0,0,18629,19202,20459,19493,17289,17684,21473,1576,2000,600,1000,700,112756.0,18792.67,20459.0,27349.0,4558.17,21473.0
26840,26841,0,200606,70000,1,1,2,38,2,-1,-1,-1,-1,-1,2700,2108,2253,17743,8210,0,2108,2253,17804,8210,0,0,33014.0,5502.33,17743.0,30375.0,5062.5,17804.0
26841,26842,0,200606,320000,1,1,2,41,0,0,0,0,0,0,309805,237915,235917,227714,154939,102338,15818,10049,10015,14939,4338,5267,1268628.0,211438.0,309805.0,60426.0,10071.0,15818.0
26842,26843,0,200606,500000,1,1,1,39,-2,-2,-2,-2,-2,-2,2514,810,8041,68595,72011,77931,810,8081,68595,72011,77931,3608,229902.0,38317.0,77931.0,231036.0,38506.0,77931.0
26843,26844,0,200606,360000,1,2,1,47,-2,-2,-2,-2,-2,-2,1730,2500,0,0,0,0,2500,0,0,0,0,0,4230.0,705.0,2500.0,2500.0,416.67,2500.0
26844,26845,0,200606,180000,1,1,1,42,-1,-1,-1,-1,-1,0,326,326,326,326,652,326,326,326,326,652,0,326,2282.0,380.33,652.0,1956.0,326.0,652.0
26845,26846,1,200606,100000,1,1,1,40,2,2,0,0,0,0,27002,26274,27045,28598,30131,32356,0,1500,2000,2000,2700,1300,171406.0,28567.67,32356.0,9500.0,1583.33,2700.0
26846,26847,1,200606,10000,1,1,1,40,2,-1,-1,-2,-2,-2,3567,1000,0,0,0,0,5000,0,0,0,0,0,4567.0,761.17,3567.0,5000.0,833.33,5000.0
26847,26848,0,200606,20000,1,2,2,41,0,0,0,-1,0,-1,16808,16741,14450,8796,5419,2377,1301,1000,8796,108,2377,15742,64591.0,10765.17,16808.0,29324.0,4887.33,15742.0
26848,26849,0,200606,70000,1,3,1,46,1,2,2,2,2,2,30040,29258,31137,32855,33316,34137,0,2352,2531,1300,1500,0,190743.0,31790.5,34137.0,7683.0,1280.5,2531.0
26849,26850,1,200606,20000,1,2,2,26,2,0,0,0,2,2,6078,7015,8036,9597,9294,10242,1200,1140,1700,0,1100,0,50262.0,8377.0,10242.0,5140.0,856.67,1700.0
26850,26851,0,200606,500000,1,1,1,46,-2,-2,-2,-2,-2,-2,11100,16966,10000,14218,62208,83611,16966,10000,14218,62500,83611,61880,198103.0,33017.17,83611.0,249175.0,41529.17,83611.0
26851,26852,0,200606,140000,1,1,2,32,0,0,2,2,2,2,32678,37303,37114,38687,41338,40645,5400,600,2400,3500,0,1539,227765.0,37960.83,41338.0,13439.0,2239.83,5400.0
26852,26853,0,200606,360000,1,2,1,39,-1,-1,-1,-1,-1,-1,1261,1261,1261,1261,1261,1261,1261,1261,1261,1261,1261,1261,7566.0,1261.0,1261.0,7566.0,1261.0,1261.0
26853,26854,1,200606,160000,1,2,1,32,1,2,0,0,0,0,5525,4039,3656,3801,2540,2279,0,1094,1500,0,1000,0,21840.0,3640.0,5525.0,3594.0,599.0,1500.0
26854,26855,0,200606,200000,1,1,1,34,-1,-1,-1,-1,-2,-2,165,165,165,0,0,0,165,165,0,0,0,0,495.0,82.5,165.0,330.0,55.0,165.0
26855,26856,0,200606,230000,1,3,1,48,0,0,2,0,0,0,20271,21979,20924,20881,21262,21469,5034,0,2000,2000,2000,2000,126786.0,21131.0,21979.0,13034.0,2172.33,5034.0
26856,26857,1,200606,360000,1,1,2,38,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
26857,26858,0,200606,260000,1,1,1,40,0,0,-1,-1,-1,-1,22325,27508,3923,9059,3360,3657,7590,3945,31086,3377,3667,493,69832.0,11638.67,27508.0,50158.0,8359.67,31086.0
26858,26859,1,200606,50000,1,2,1,35,2,2,2,0,0,0,58175,56749,52792,50167,31778,32427,2600,0,1400,0,649,32100,282088.0,47014.67,58175.0,36749.0,6124.83,32100.0
26859,26860,0,200606,500000,1,3,1,39,0,0,0,0,0,0,41597,50849,54927,57972,60224,71198,10000,4927,3972,3224,11980,5765,336767.0,56127.83,71198.0,39868.0,6644.67,11980.0
26860,26861,0,200606,230000,1,1,1,38,-2,-2,-2,-2,-2,-2,7904,860,-3,-3,-3,-3,864,0,0,0,0,0,8752.0,1458.67,7904.0,864.0,144.0,864.0
26861,26862,0,200606,340000,1,2,1,39,0,0,0,0,0,0,148624,109990,112515,114951,117849,120739,4000,4000,4000,4500,5000,1500,724668.0,120778.0,148624.0,23000.0,3833.33,5000.0
26862,26863,0,200606,130000,1,3,1,38,0,0,0,0,-1,0,6360,5375,5476,6931,99416,99702,1088,1189,2646,104590,3358,3314,223260.0,37210.0,99702.0,116185.0,19364.17,104590.0
26863,26864,0,200606,80000,1,3,1,47,0,0,0,0,0,0,70062,19669,20696,21709,22348,22988,1321,1348,1361,1000,1000,2000,177472.0,29578.67,70062.0,8030.0,1338.33,2000.0
26864,26865,0,200606,250000,1,1,1,40,-1,-1,-1,-1,-1,-1,396,396,396,396,396,396,396,396,396,396,396,109,2376.0,396.0,396.0,2089.0,348.17,396.0
26865,26866,1,200606,140000,1,2,1,48,1,2,2,2,2,2,86114,87896,89397,90514,91661,90100,4100,3800,3500,3500,0,6900,535682.0,89280.33,91661.0,21800.0,3633.33,6900.0
26866,26867,1,200606,390000,1,1,2,37,-2,-2,-2,-2,-2,-2,73,10925,0,0,0,0,10952,0,0,0,0,0,10998.0,1833.0,10925.0,10952.0,1825.33,10952.0
26867,26868,0,200606,260000,1,1,1,37,0,0,0,0,0,0,257456,261189,264520,249571,202144,197643,10621,9948,8914,6986,41000,7222,1432523.0,238753.83,264520.0,84691.0,14115.17,41000.0
26868,26869,0,200606,160000,1,2,1,43,0,0,0,0,0,0,69554,72390,75521,78987,80891,62113,4000,5000,10000,4000,3000,6000,439456.0,73242.67,80891.0,32000.0,5333.33,10000.0
26869,26870,0,200606,210000,1,2,2,38,0,0,-1,-1,-1,-2,101776,14260,40236,19011,-1031,-4873,1032,40252,19011,0,0,0,169379.0,28229.83,101776.0,60295.0,10049.17,40252.0
26870,26871,1,200606,90000,1,2,1,48,2,2,-2,-2,-2,-2,71900,0,0,0,0,0,0,0,0,0,0,0,71900.0,11983.33,71900.0,0.0,0.0,0.0
26871,26872,0,200606,290000,1,1,1,45,-2,-2,-2,-2,-2,-2,2316,2131,2476,9746,7092,5449,2143,2485,9793,7123,5460,300,29210.0,4868.33,9746.0,27304.0,4550.67,9793.0
26872,26873,0,200606,560000,1,1,2,40,0,0,0,0,0,0,487816,471138,454471,432132,285868,291140,15933,17065,14878,8505,9027,8527,2422565.0,403760.83,487816.0,73935.0,12322.5,17065.0
26873,26874,0,200606,110000,1,2,1,37,0,0,2,2,0,0,111864,112112,114367,111064,112123,111575,11000,5500,0,4400,4500,4200,673105.0,112184.17,114367.0,29600.0,4933.33,11000.0
26874,26875,0,200606,350000,1,3,1,37,0,0,0,0,0,0,70257,73151,47298,25692,24542,23697,20001,5045,3000,2005,3001,4,264637.0,44106.17,73151.0,33056.0,5509.33,20001.0
26875,26876,0,200606,280000,1,1,2,35,0,0,0,0,0,0,210465,200959,146652,132527,70421,60235,10299,7200,5886,3000,5000,5000,821259.0,136876.5,210465.0,36385.0,6064.17,10299.0
26876,26877,0,200606,260000,1,1,1,40,0,0,-2,-2,-2,-2,34471,0,0,0,0,0,0,0,0,0,0,0,34471.0,5745.17,34471.0,0.0,0.0,0.0
26877,26878,0,200606,440000,1,2,1,34,0,0,0,0,0,0,267475,237324,186359,119829,87068,23533,10506,8833,5456,2519,875,1018,921588.0,153598.0,267475.0,29207.0,4867.83,10506.0
26878,26879,0,200606,200000,1,4,1,49,0,0,0,0,0,0,49221,49599,50942,50146,50235,48984,1689,2164,2500,3480,2500,3000,299127.0,49854.5,50942.0,15333.0,2555.5,3480.0
26879,26880,0,200606,150000,1,2,2,32,1,2,2,2,2,2,133401,135703,142275,144427,146702,150647,6000,10275,6000,6000,6100,0,853155.0,142192.5,150647.0,34375.0,5729.17,10275.0
26880,26881,0,200606,50000,1,1,2,39,3,3,2,2,2,-2,65766,59702,55899,54275,20280,20038,0,2100,0,62013,858,869,275960.0,45993.33,65766.0,65840.0,10973.33,62013.0
26881,26882,0,200606,500000,1,1,2,29,-1,-1,-1,-1,-1,-1,29276,7934,635,12416,4022,259,7972,637,12553,4070,259,11675,54542.0,9090.33,29276.0,37166.0,6194.33,12553.0
26882,26883,0,200606,320000,1,1,1,29,0,0,0,0,0,0,40271,91965,86047,82233,72175,77831,60043,5036,5075,5017,10077,3062,450522.0,75087.0,91965.0,88310.0,14718.33,60043.0
26883,26884,1,200606,500000,1,1,1,34,1,-1,-1,2,-1,-1,0,198,198,198,115397,120250,198,0,0,115399,6211,2054,236241.0,39373.5,120250.0,123862.0,20643.67,115399.0
26884,26885,1,200606,500000,1,1,1,45,-1,-1,-1,-1,-1,0,1302,5230,3373,14071,2915,157,5308,3527,14133,2928,2,343,27048.0,4508.0,14071.0,26241.0,4373.5,14133.0
26885,26886,0,200606,260000,1,5,2,35,0,0,0,0,0,0,138834,143518,146714,148787,152306,155690,7000,7000,6000,6001,6000,6000,885849.0,147641.5,155690.0,38001.0,6333.5,7000.0
26886,26887,0,200606,330000,1,3,1,39,-2,-2,-2,-2,-2,-2,2184,2184,2184,2184,2184,2184,2184,2184,2184,2184,2184,2184,13104.0,2184.0,2184.0,13104.0,2184.0,2184.0
26887,26888,0,200606,360000,1,2,1,36,0,0,0,0,0,0,338992,339254,348485,346028,338981,348032,15348,20013,20018,15000,20000,20000,2059772.0,343295.33,348485.0,110379.0,18396.5,20018.0
26888,26889,0,200606,360000,1,1,2,33,0,0,0,0,-1,-1,206597,211687,198245,217320,2500,0,10022,25045,33124,5180,0,0,836349.0,139391.5,217320.0,73371.0,12228.5,33124.0
26889,26890,1,200606,130000,1,2,2,33,2,2,3,2,0,0,20091,21459,20832,21386,22227,23466,2000,0,1200,1200,1600,1500,129461.0,21576.83,23466.0,7500.0,1250.0,2000.0
26890,26891,0,200606,320000,1,2,2,32,0,0,0,-1,0,0,281017,187071,150441,167983,142305,153555,10454,80003,174169,10000,15013,1770,1082372.0,180395.33,281017.0,291409.0,48568.17,174169.0
26891,26892,1,200606,350000,1,2,2,42,0,0,0,0,0,0,347790,352600,299797,218973,146326,107205,13000,11000,8232,7000,6000,7000,1472691.0,245448.5,352600.0,52232.0,8705.33,13000.0
26892,26893,0,200606,20000,1,2,2,38,1,3,2,2,0,0,26288,23822,22922,22140,19170,17170,0,1500,18,2383,0,0,131512.0,21918.67,26288.0,3901.0,650.17,2383.0
26893,26894,0,200606,200000,1,1,2,29,0,0,0,2,-1,-1,9228,7532,7246,3506,2376,123687,2100,3320,0,2400,127187,2187,153575.0,25595.83,123687.0,137194.0,22865.67,127187.0
26894,26895,0,200606,240000,1,3,1,33,0,0,2,0,0,2,45971,49321,48370,49660,53090,48215,4000,0,2000,4000,0,2000,294627.0,49104.5,53090.0,12000.0,2000.0,4000.0
26895,26896,0,200606,50000,1,2,1,29,0,0,0,0,0,0,39124,40474,41220,42332,43227,44530,2000,1700,1800,1600,2000,2000,250907.0,41817.83,44530.0,11100.0,1850.0,2000.0
26896,26897,1,200606,10000,1,3,1,35,0,0,0,0,0,0,7536,8152,8779,9379,9565,9062,1136,1153,1143,329,418,180,52473.0,8745.5,9565.0,4359.0,726.5,1153.0
26897,26898,0,200606,360000,1,1,2,31,1,-1,-1,-1,0,0,0,4260,3278,580,580,0,4260,3278,580,0,0,0,8698.0,1449.67,4260.0,8118.0,1353.0,4260.0
26898,26899,0,200606,20000,1,3,1,30,0,0,-1,0,0,-2,19522,23249,16668,18389,17898,18462,4358,16730,3395,1898,1000,4674,114188.0,19031.33,23249.0,32055.0,5342.5,16730.0
26899,26900,1,200606,460000,1,1,1,47,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
26900,26901,0,200606,180000,1,1,1,49,0,0,0,0,0,0,62087,63444,65420,67722,70970,72670,3000,3000,4000,5000,3000,5000,402313.0,67052.17,72670.0,23000.0,3833.33,5000.0
26901,26902,0,200606,50000,1,2,1,35,0,0,0,0,0,0,48792,50083,50323,48902,20012,19915,2105,1845,1746,691,1000,800,238027.0,39671.17,50323.0,8187.0,1364.5,2105.0
26902,26903,0,200606,70000,1,2,2,32,0,0,0,0,0,0,69921,71198,70660,67975,65805,66058,2708,2532,2569,2324,2541,2295,411617.0,68602.83,71198.0,14969.0,2494.83,2708.0
26903,26904,0,200606,140000,1,2,2,39,1,-1,0,-1,0,0,10091,18324,8808,27319,19278,11505,18539,1000,27329,386,1000,16215,95325.0,15887.5,27319.0,64469.0,10744.83,27329.0
26904,26905,0,200606,500000,1,2,1,41,0,0,0,0,0,0,155820,171565,184782,152365,139757,153348,20000,20241,20154,20019,20151,20037,957637.0,159606.17,184782.0,120602.0,20100.33,20241.0
26905,26906,0,200606,280000,1,2,1,44,0,0,0,0,0,0,159967,164197,122611,119023,113754,115029,7822,4529,4238,4305,4208,4003,794581.0,132430.17,164197.0,29105.0,4850.83,7822.0
26906,26907,0,200606,110000,1,2,2,37,0,0,0,0,0,0,68773,69527,76273,76409,76166,76384,3500,10000,3500,3000,3000,4000,443532.0,73922.0,76409.0,27000.0,4500.0,10000.0
26907,26908,0,200606,90000,1,1,1,37,0,0,0,0,0,0,91641,85906,87138,87141,66964,65898,3100,4300,3900,2313,2378,2647,484688.0,80781.33,91641.0,18638.0,3106.33,4300.0
26908,26909,0,200606,170000,1,1,1,38,-1,-1,-1,-1,-1,-1,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2599,14580.0,2430.0,2430.0,14749.0,2458.17,2599.0
26909,26910,0,200606,290000,1,1,2,40,0,0,0,0,0,0,135527,134414,140607,131933,135606,132906,8000,10000,5000,6000,4700,5000,810993.0,135165.5,140607.0,38700.0,6450.0,10000.0
26910,26911,0,200606,80000,1,2,1,46,1,2,0,0,2,2,1548,1378,3182,5124,4893,5810,0,2000,2000,0,1000,0,21935.0,3655.83,5810.0,5000.0,833.33,2000.0
26911,26912,0,200606,150000,1,2,1,43,0,0,0,0,0,0,88812,89488,89951,86961,79284,74531,3309,5016,5050,3026,5000,5012,509027.0,84837.83,89951.0,26413.0,4402.17,5050.0
26912,26913,0,200606,80000,1,3,1,38,0,0,0,0,0,0,79135,75786,76280,71790,49835,48880,3006,4009,3006,1879,2000,2144,401706.0,66951.0,79135.0,16044.0,2674.0,4009.0
26913,26914,1,200606,20000,1,1,1,44,0,0,0,0,0,0,18091,17237,16419,17144,17855,18567,1600,1600,1300,1000,1000,950,105313.0,17552.17,18567.0,7450.0,1241.67,1600.0
26914,26915,1,200606,150000,1,2,1,36,2,2,2,2,2,2,47529,40605,39394,37686,38810,31548,17,3105,2,2020,36,1048,235572.0,39262.0,47529.0,6228.0,1038.0,3105.0
26915,26916,0,200606,300000,1,1,1,48,-1,-1,-1,-1,-1,-1,5036,32897,6493,23292,1254,7808,32898,6493,23324,1254,7808,3023,76780.0,12796.67,32897.0,74800.0,12466.67,32898.0
26916,26917,0,200606,130000,1,2,1,39,3,2,-1,-1,-1,0,130819,124946,10212,2486,5170,6823,0,10252,2486,5170,3039,2386,280456.0,46742.67,130819.0,23333.0,3888.83,10252.0
26917,26918,0,200606,490000,1,1,1,41,1,2,0,0,0,0,230090,224913,227998,217660,194641,199344,0,12000,12000,8000,8000,8000,1294646.0,215774.33,230090.0,48000.0,8000.0,12000.0
26918,26919,0,200606,120000,1,2,2,34,0,0,0,2,2,2,49206,50386,54656,54963,55865,54842,2000,5100,1800,2400,0,5500,319918.0,53319.67,55865.0,16800.0,2800.0,5500.0
26919,26920,1,200606,50000,1,3,1,34,0,0,0,2,0,0,15750,16472,15530,8440,1000,0,1300,2410,0,0,0,0,57192.0,9532.0,16472.0,3710.0,618.33,2410.0
26920,26921,0,200606,150000,1,1,2,28,0,0,0,0,0,0,88506,58699,60252,62245,64202,66167,2200,2500,3000,3000,3000,3000,400071.0,66678.5,88506.0,16700.0,2783.33,3000.0
26921,26922,1,200606,720000,1,1,1,40,0,0,0,0,0,0,308274,209976,158694,148956,135217,85300,8500,6000,6000,5237,3000,8961,1046417.0,174402.83,308274.0,37698.0,6283.0,8961.0
26922,26923,0,200606,20000,1,2,1,48,-1,0,0,-2,-2,-2,10222,11400,0,0,0,0,1400,0,0,0,0,0,21622.0,3603.67,11400.0,1400.0,233.33,1400.0
26923,26924,0,200606,260000,1,1,1,35,0,0,0,0,0,0,163327,165557,152856,142605,144240,144213,8200,6243,7000,5500,5500,5411,912798.0,152133.0,165557.0,37854.0,6309.0,8200.0
26924,26925,0,200606,240000,1,1,1,33,0,0,0,0,0,0,167835,170978,172217,163786,81611,79817,7200,8400,7000,3000,2900,3100,836244.0,139374.0,172217.0,31600.0,5266.67,8400.0
26925,26926,1,200606,130000,1,2,3,34,2,2,2,0,0,0,126749,135867,132249,132416,131959,128375,11243,0,5600,5150,5100,4512,787615.0,131269.17,135867.0,31605.0,5267.5,11243.0
26926,26927,0,200606,200000,1,3,2,38,0,0,0,0,0,0,101254,105254,121893,109647,56157,37293,16002,30039,15019,10000,10000,8000,531498.0,88583.0,121893.0,89060.0,14843.33,30039.0
